1.4,1.4,1.268,1.194,1.158,1.198,1.227,1.202,1.181,1.16,1.182,1.169,1.187,1.172,1.187,1.176,1.189,1.201,1.187,1.197,1.189,1.179,1.172,1.182,1.176,1.184,1.192,1.2,1.192,1.199,1.192,1.198,1.192,1.198,1.204,1.209,1.206,1.212,1.216,1.221,1.225,1.219,1.214,1.209,1.213,1.217,1.221,1.215,1.211,1.206,1.202,1.206,1.209,1.213,1.216,1.212,1.208,1.212,1.207,1.211,1.207,1.21,1.206,1.209,1.212,1.215,1.211,1.207,1.209,1.206,1.209,1.207,1.204,1.2,1.198,1.2,1.197,1.194,1.196,1.199,1.196,1.194,1.191,1.194,1.191,1.188,1.191,1.188,1.191,1.193,1.195,1.192,1.19,1.187,1.189,1.186,1.189,1.186,1.184,1.181,1.179,1.177,1.179,1.176,1.179,1.181,1.183,1.18,1.179,1.177,1.175,1.177,1.179
0.791,0.791,0.694,0.642,0.615,0.644,0.665,0.646,0.63,0.616,0.632,0.622,0.63,0.688,0.694,0.775,0.776,0.777,0.819,0.917,0.897,0.879,0.863,0.857,0.874,0.868,0.865,0.861,0.848,0.846,0.834,0.831,0.848,0.846,0.845,0.843,0.835,0.832,0.83,0.827,0.826,0.818,0.83,0.823,0.822,0.821,0.821,0.813,0.807,0.8,0.794,0.794,0.793,0.793,0.792,0.786,0.781,0.781,0.776,0.777,0.795,0.795,0.812,0.812,0.811,0.811,0.806,0.801,0.8,0.796,0.795,0.802,0.797,0.793,0.789,0.788,0.784,0.798,0.798,0.798,0.794,0.801,0.797,0.797,0.793,0.79,0.789,0.797,0.796,0.796,0.795,0.792,0.788,0.785,0.784,0.781,0.781,0.778,0.775,0.785,0.796,0.793,0.793,0.79,0.809,0.809,0.809,0.818,0.815,0.821,0.818,0.818,0.817
