0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866,0.866
0.988,0.988,0.853,0.786,0.745,0.718,0.757,0.735,0.718,0.705,0.694,0.685,0.677,0.67,0.691,0.685,0.679,0.673,0.669,0.685,0.68,0.676,0.689,0.685,0.697,0.692,0.688,0.699,0.695,0.691,0.688,0.697,0.706,0.703,0.699,0.696,0.693,0.701,0.698,0.695,0.743,0.749,0.754,0.76,0.756,0.761,0.757,0.762,0.758,0.763,0.767,0.764,0.76,0.757,0.754,0.751,0.748,0.745,0.742,0.74,0.737,0.768,0.772,0.775,0.772,0.775,0.772,0.77,0.767,0.764,0.762,0.759,0.762,0.788,0.785,0.788,0.791,0.793,0.791,0.793,0.79,0.788,0.785,0.788,0.785,0.783,0.785,0.783,0.781,0.779,0.781,0.783,0.785,0.788,0.79,0.788,0.785,0.783,0.785,0.783,0.785
