0.044,0.022,0.007,0.007,0.038,0.007,0.007,0.035,0.007,0.007,0.007,0.007,0.014,0.007,0.007,0.007,0.038,0.007,0.031,0.007,0.031,0.035,0.031,0.042,0.007,0.007,0.037,0.007,0.032,0.007,0.007,0.007,0.01,0.028,0.021,0.007,0.039,0.036,0.007,0.007,0.007,0.035,0.007,0.007,0.041,0.007,0.007,0.048,0.007,0.007,0.029,0.007,0.009,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.022,0.034,0.039,0.047,0.007,0.007,0.007,0.035,0.029,0.017,0.007,0.007,0.028,0.032,0.008,0.007,0.007,0.007,0.036,0.007,0.007,0.009,0.016,0.007,0.007,0.027,0.044,0.007,0.007,0.007,0.007,0.007,0.007,0.039,0.007,0.007,0.045,0.017,0.053,0.007,0.007,0.012
0.055,0.198,0.301,0.352,0.362,0.386,0.403,0.368,0.383,0.395,0.405,0.47,0.529,0.527,0.526,0.525,0.499,0.5,0.482,0.483,0.582,0.561,0.544,0.524,0.524,0.523,0.507,0.531,0.518,0.518,0.517,0.517,0.516,0.513,0.544,0.542,0.539,0.528,0.527,0.543,0.589,0.578,0.576,0.574,0.571,0.584,0.596,0.585,0.622,0.62,0.612,0.623,0.624,0.622,0.62,0.618,0.616,0.614,0.624,0.633,0.642,0.64,0.655,0.647,0.639,0.63,0.628,0.626,0.624,0.617,0.614,0.641,0.639,0.638,0.632,0.626,0.625,0.624,0.622,0.645,0.671,0.677,0.683,0.681,0.679,0.677,0.683,0.678,0.671,0.669,0.667,0.673,0.691,0.689,0.687,0.681,0.679,0.684,0.678,0.676,0.67,0.687,0.704,0.704
