1.638,8.567,32.825,2.511,1.708,1.309,5.688,60.156,38.949,18.302,1.277,13.203,4.031,10.002,3.048,2.969,2.521,1.363,171.84,3.066,2.468,6.15,30.166,1.312,1.453,0.96,116.556,0.952,9.782,4.048,2.835,0.95,129.849,25.695,14.307,16.142,5.681,2.305,1.856,40.297,4.152,0.783,1.101,9.0,1.333,12.079,1.653,19.465,4.214,24.068,28.116,3.711,2.703,2.966,1.78,4.382,2.933,0.735,10.293,0.844,34.682,0.758,5.335,14.426,57.194,1.846,3.778,4.154,1.877,3.028,2.23,0.983,4.972,1.975,2.141,2.052,0.459,1.604,3.755,0.392,28.434,3.543,1.093,0.244
0.347,1.904,1.269,0.952,1.001,0.921,0.809,1.391,1.236,1.113,1.055,0.986,0.983,0.952,0.942,0.942,0.947,0.924,0.875,0.854,0.852,0.837,0.8,0.794,0.803,0.789,0.76,0.767,0.769,0.756,0.754,0.742,0.719,0.698,0.857,0.88,0.872,0.924,0.916,0.893,0.887,0.921,0.933,0.912,0.924,0.905,0.903,0.888,0.897,0.879,0.9,0.894,0.886,0.887,0.891,0.886,0.873,0.887,0.873,0.884,0.87,0.862,0.849,0.836,0.823,0.847,0.891,0.878,0.882,0.873,0.875,0.869,0.866,0.863,0.86,0.856,0.849,0.853,0.849,0.842,0.936,0.934,0.925,0.916
