1.54,2.82,2.049,1.748,1.866,1.198,1.718,1.774,1.27,0.593,5.617,1.801,1.679,186.35,1.682,23.753,1.299,2.032,1.251,0.968,1.527,0.975,1.717,1.191,1.677,0.787,1.066,0.89,1.089,1.628,1.122,1.917,12.402,1.095,59.704,0.918,127.44,1.086,1.531,7.534,0.703,22.078,1.313,75.801,25.079,4.848,199.34,0.713,1.795,1.952,0.782,1.625,5.087,0.684,1.755,33.293,12.582,0.671,0.734,0.666,1.253,0.993,0.849,3.353,91.113,94.151,2.553,26.298,0.649,1.328,3.218,1.25,1.259,1.292,6.287,2.009,0.874,184.782,43.182,39.274,82.599,304.14,1.582,1.522,23.758,1.65,7.678,1.625,62.711,1.589,2.605,1.926,1.625,1.73,119.455,1.071,1.068,0.659
0.547,0.352,0.27,0.325,0.303,0.343,0.436,0.421,0.511,0.564,0.79,0.737,0.962,0.894,0.852,0.799,0.822,0.801,0.813,0.863,0.849,0.882,0.87,0.835,0.846,0.884,0.874,0.848,0.825,0.9,0.926,0.936,0.908,0.945,0.918,0.895,0.871,0.856,0.88,0.947,0.93,1.211,1.234,1.206,1.179,1.154,1.129,1.11,1.106,1.084,1.069,1.071,1.057,1.075,1.059,1.093,1.074,1.061,1.061,1.047,1.037,1.028,1.016,1.059,1.064,1.048,1.135,1.119,1.107,1.099,1.222,1.212,1.199,1.19,1.174,1.164,1.155,1.14,1.125,1.111,1.098,1.084,1.078,1.085,1.073,1.074,1.062,1.063,1.051,1.065,1.054,1.072,1.067,1.06,1.15,1.19,1.182,1.173
