14.519,8.064,3.96,24.609,15.093,8.407,8.407,7.862,8.629,8.407,18.593,5.479,5.561,3.966,9.493,19.432,8.542,6.798,7.726,4.39,12.973,7.058,4.206,8.318,5.971,3.315,4.495,3.582,3.142,8.407,4.969,4.969,1.021,2.823,7.108,4.389,4.938,32.717,57.802,2.411,7.726,3.991,8.503,7.356,8.407,7.735,8.523,6.414,2.428,2.845,15.455,1.918,10.888,7.168,8.407,6.177,2.06,2.8,5.235,33.954,2.991,4.515,8.407,5.335,19.812,6.392,8.407,4.202,4.557,4.578,3.484,6.523,3.844,37.55,25.814,5.575,4.657,6.317,2.446,2.995,4.724,10.026,5.704,2.616,2.318,4.29,3.744,5.553,5.466,0.655
0.006,0.32,0.228,1.664,1.332,1.297,1.205,1.196,1.163,1.159,1.054,1.05,0.977,0.914,0.926,0.868,0.833,0.814,0.771,0.774,0.737,0.704,0.71,0.728,0.735,0.735,0.751,0.747,0.741,0.754,0.745,0.74,0.718,0.714,0.711,0.726,0.732,0.714,0.696,0.699,0.729,0.73,0.735,0.742,0.74,0.764,0.792,0.789,0.784,0.776,0.761,0.759,0.756,0.76,0.767,0.773,0.768,0.763,0.773,0.76,0.761,0.76,0.766,0.78,0.768,0.77,0.768,0.88,0.879,0.875,0.871,0.859,0.855,0.843,0.832,0.837,0.829,0.831,0.827,0.817,0.817,0.818,0.829,0.825,0.821,0.811,0.805,0.796,0.795,0.789
