1.196,1.542,34.074,191.395,6.251,1.882,1.383,1.701,39.336,39.653,5.993,248.97,1.819,37.338,1.783,7.411,19.99,1.802,1.158,0.94,4.243,1.972,1.153,1.111,1.092,1.389,16.293,24.322,1.663,1.45,8.21,0.906,4.145,1.244,3.463,1.548,1.801,1.909,1.008,3.314,0.728,0.371,1.185,0.887,2.277,63.556,13.464,24.662,6.939,1.555,5.128,30.528,1.676,1.983,1.959,5.212,1.789,6.994,3.337,3.172,1.899,33.076,2.346,13.133,3.502,2.338,2.141,3.896,2.248,1.676,2.08,2.003,2.545,0.764
0.248,0.292,0.195,0.146,0.122,0.107,0.129,0.39,0.346,0.312,0.283,0.26,0.435,0.403,0.679,0.637,1.164,1.244,1.186,1.299,1.248,1.203,1.157,1.116,1.079,1.042,1.004,0.968,1.213,1.228,1.366,1.328,1.289,1.253,1.286,1.256,1.229,1.238,1.244,1.377,1.346,1.315,1.287,1.262,1.41,1.379,1.35,1.322,1.295,1.311,1.295,1.27,1.267,1.25,1.231,1.209,1.233,1.212,1.192,1.177,1.213,1.193,1.239,1.22,1.203,1.186,1.175,1.239,1.225,1.213,1.203,1.212,1.248,1.232
