1.34,1.284,1.342,1.342,9.099,1.838,1.342,1.382,1.342,17.676,1.45,4.629,0.987,1.327,1.342,32.032,17.969,10.226,1.342,9.612,25.521,1.342,1.339,25.907,1.342,4.591,53.406,1.35,1.324,1.342,3.317,82.324,1.662,1.342,1.342,1.342,2.452,28.712,3.926,1.342,7.858,1.692,1.125,3.829,1.417,1.342,1.615,2.117,1.507,1.344,4.939,1.164,1.376,21.162,0.762,287.432,6.381,0.721,1.41,1.447,1.342,9.31,0.257,25.734,1.342,4.535,1.342,1.642,12.549,0.942,10.396,3.028,1.342,1.342,18.244,1.342,1.342,4.012,1.601,2.895,0.224
0.392,0.375,0.724,0.898,0.719,0.627,0.74,0.687,0.769,0.695,0.755,0.693,0.706,0.708,0.691,0.647,0.61,0.576,0.569,0.541,0.515,0.512,0.553,0.53,0.526,0.511,0.492,0.487,0.497,0.495,0.479,0.465,0.477,0.476,0.503,0.501,0.509,0.496,0.483,0.482,0.471,0.47,0.465,0.46,0.481,0.48,0.479,0.476,0.494,0.493,0.483,0.492,0.498,0.769,0.759,0.745,0.798,0.79,0.784,0.777,0.788,0.775,0.764,0.752,0.762,0.75,0.746,0.753,0.742,0.737,0.726,0.719,0.729,0.738,0.728,0.725,0.721,0.766,0.785,0.932,0.921
