7.13,6.372,20.608,6.146,58.794,7.845,9.672,6.676,6.676,9.352,5.849,11.174,5.73,5.929,39.001,5.723,9.305,6.467,5.809,5.48,7.294,5.863,6.435,7.645,6.676,11.449,8.246,10.652,6.104,7.854,6.972,5.591,17.731,14.535,30.317,9.392,5.943,10.386,5.665,32.538,5.575,12.157,8.166,6.463,7.277,32.519,14.028,9.815,8.999,5.805,6.645,8.931,6.636,11.431,6.676,21.248,6.676,6.676,6.599,7.985,22.573,16.857,7.881,5.693,5.986,6.676,7.436,12.111,13.821,22.311,3.844
2.228,2.977,1.985,1.785,1.428,1.255,1.119,1.04,1.071,0.964,0.876,0.945,0.873,0.831,0.776,0.824,0.775,0.758,0.797,0.76,0.731,0.737,0.756,0.732,0.722,0.695,0.745,0.821,0.824,0.879,0.868,0.864,0.839,0.818,0.795,0.833,0.811,0.794,0.773,0.754,0.743,0.854,0.834,0.867,0.861,1.082,1.126,1.113,1.095,1.076,1.064,1.044,1.045,1.027,1.033,1.015,1.02,1.011,0.994,0.992,0.976,0.96,0.945,0.936,0.929,0.923,0.91,0.897,0.885,0.872,0.865
