1.373,1.954,0.766,0.988,2.262,2.262,2.262,9.303,0.466,0.693,3.519,1.278,0.962,0.945,8.68,0.089,1.627,0.989,0.606,13.214,0.948,1.05,4.002,1.463,2.262,0.073,1.017,1.394,1.075,1.892,1.031,0.656,163.952,600.663,0.676,177.637,0.757,0.462,1.308,0.848,0.451,40.375,2.031,538.961,1.741,1.73,39.214,1.529,460.952,1.46,1.42,6.795,0.557,869.29,2.048,0.334,1.725,1.361,174.308,0.594,0.902,14.666,0.074,0.183,1.57,2.238,0.881,1.256,19.745,12.593,4.046,18.352,0.546,0.515,0.936,128.905,5.871,0.994,0.806,0.89,10.413,1.015,434.351,1.101,901.526,982.21,0.409,279.604,13.029,0.498,653.887,0.543,0.696,0.49,1.358,532.347,0.402
1.28,0.666,1.174,1.322,1.202,1.123,1.123,0.986,0.912,0.885,0.805,0.767,0.808,0.88,0.822,0.856,0.879,0.844,0.9,0.855,0.828,0.832,0.848,0.851,0.862,0.864,0.861,0.855,0.844,0.85,0.841,0.831,0.805,0.782,0.765,0.923,0.967,0.955,0.957,0.944,0.944,0.922,0.925,0.904,0.906,0.911,0.891,0.899,0.88,0.908,0.911,0.896,0.898,0.881,0.886,0.875,0.892,0.883,0.868,0.886,0.872,0.868,0.862,0.856,0.857,0.851,0.854,0.876,0.866,0.874,0.865,1.037,1.06,1.12,1.127,1.331,1.317,1.303,1.298,1.293,1.284,1.338,1.322,1.311,1.296,1.517,1.5,1.483,1.467,1.456,1.44,1.431,1.425,1.424,1.417,1.402,1.403
