0.017,0.029,0.01,0.017,0.015,0.014,0.012,0.013,0.018,0.01,0.017,0.023,0.005,0.016,0.011,0.009,0.014,0.016,0.011,0.014,0.017,0.014,0.019,0.022,0.011,0.022,0.007,0.007,0.015,0.005,0.023,0.013,0.007,0.007,0.012,0.017,0.014,0.013,0.018,0.016,0.009,0.007,0.018,0.014,0.01,0.015,0.017,0.008,0.011,0.015,0.024,0.012,0.011,0.012,0.005,0.004,0.018,0.014,0.009,0.006,0.018,0.021,0.026,0.006,0.006,0.004,0.011,0.03,0.01,0.009,0.01,0.026,0.01,0.015,0.016,0.024,0.027
0.182,0.203,0.199,0.171,0.154,0.175,0.298,0.3,0.275,0.263,0.244,0.23,0.265,0.25,0.395,0.383,0.366,0.35,0.341,0.329,0.459,0.554,0.532,0.512,0.499,0.481,0.475,0.471,0.457,0.485,0.47,0.457,0.452,0.447,0.441,0.43,0.421,0.419,0.414,0.406,0.401,0.401,0.4,0.394,0.436,0.498,0.489,0.503,0.496,0.488,0.48,0.472,0.468,0.463,0.478,0.495,0.486,0.478,0.475,0.482,0.475,0.469,0.462,0.461,0.462,0.465,0.461,0.456,0.452,0.449,0.451,0.446,0.443,0.439,0.435,0.43,0.424
"[0.5946125388145447, 0.6869091391563416, 0.6415980458259583, 0.3446887731552124, 0.49755510687828064]","[0.6612878441810608, 0.7030808925628662, 0.6784163117408752, 0.24786365032196045, 0.5056211352348328]","[0.4664459526538849, 0.6095203757286072, 0.5577357411384583, 0.22388282418251038, 0.5524522066116333]","[0.5450999736785889, 0.7603961229324341, 0.630790114402771, 0.2627364993095398, 0.5160021781921387]","[0.3945363759994507, 0.6433647871017456, 0.5499873161315918, 0.14412102103233337, 0.5689452290534973]","[0.5495153665542603, 0.7171689867973328, 0.6356263160705566, 0.2690527141094208, 0.5528325438499451]","[0.5318979620933533, 0.653346061706543, 0.6038894057273865, 0.2997724413871765, 0.49753886461257935]","[0.5314025282859802, 0.6114023923873901, 0.6175986528396606, 0.25318604707717896, 0.5278276801109314]","[0.5544458031654358, 0.7604406476020813, 0.6377282738685608, 0.26450103521347046, 0.517969012260437]","[0.3743310868740082, 0.6337199807167053, 0.5235388875007629, 0.19650481641292572, 0.5647688508033752]","[0.37827739119529724, 0.6608874201774597, 0.5798658728599548, 0.11535085737705231, 0.5773329734802246]","[0.593610942363739, 0.7410880327224731, 0.6307631731033325, 0.2161000669002533, 0.5247955918312073]","[0.4369226098060608, 0.6087855100631714, 0.5175135135650635, 0.33660998940467834, 0.5361331701278687]","[0.5595963597297668, 0.772950291633606, 0.6461715698242188, 0.29934826493263245, 0.5471002459526062]","[0.3282414376735687, 0.6531088352203369, 0.5293320417404175, 0.19640374183654785, 0.5630760788917542]","[0.48377710580825806, 0.7729116678237915, 0.6216011643409729, 0.3192410469055176, 0.5879866480827332]","[0.36017733812332153, 0.6483110785484314, 0.5426605343818665, 0.1459355652332306, 0.5746874213218689]","[0.36050301790237427, 0.6576524376869202, 0.5629891157150269, 0.13759870827198029, 0.5618931651115417]","[0.4392390251159668, 0.6395679712295532, 0.572209894657135, 0.20393213629722595, 0.5545414686203003]","[0.4417206048965454, 0.6479988098144531, 0.5934996008872986, 0.16933786869049072, 0.555409848690033]","[0.41589540243148804, 0.6518378853797913, 0.5793994069099426, 0.12803885340690613, 0.5732512474060059]","[0.45407575368881226, 0.6374385356903076, 0.5862842798233032, 0.17137660086154938, 0.554110586643219]","[0.3809332847595215, 0.6683443188667297, 0.5971809029579163, 0.10793852061033249, 0.5694172978401184]","[0.5997376441955566, 0.7752732634544373, 0.6715826988220215, 0.2639968991279602, 0.5662282705307007]","[0.4602167308330536, 0.6127556562423706, 0.5646959543228149, 0.21401624381542206, 0.5522478818893433]","[0.6078943014144897, 0.7815428972244263, 0.6729880571365356, 0.2780604064464569, 0.5656729936599731]","[0.41320085525512695, 0.6000383496284485, 0.5377519130706787, 0.2589414417743683, 0.5543400645256042]","[0.4190751016139984, 0.6387749314308167, 0.5249947905540466, 0.2572503983974457, 0.5720036625862122]","[0.5241286754608154, 0.7650920152664185, 0.6282193660736084, 0.2656722068786621, 0.53658527135849]","[0.4402380883693695, 0.608798623085022, 0.5131836533546448, 0.3398936986923218, 0.5456464290618896]","[0.6039467453956604, 0.7990897297859192, 0.6624603867530823, 0.26944032311439514, 0.5536840558052063]","[0.5298182368278503, 0.7731301188468933, 0.6183147430419922, 0.3182913362979889, 0.5532165169715881]","[0.3525969088077545, 0.6277897953987122, 0.5060733556747437, 0.2591526508331299, 0.5590865015983582]","[0.41943156719207764, 0.6296757459640503, 0.5450419783592224, 0.2531755864620209, 0.5471951365470886]","[0.4772573411464691, 0.6629547476768494, 0.6187067627906799, 0.2123182713985443, 0.5520948767662048]","[0.3683784604072571, 0.6637200117111206, 0.5668689608573914, 0.12251730263233185, 0.5747241973876953]","[0.41503262519836426, 0.6487789154052734, 0.5906648635864258, 0.15736427903175354, 0.548642635345459]","[0.40762731432914734, 0.7061630487442017, 0.5557457208633423, 0.18477535247802734, 0.5492689609527588]","[0.5100637078285217, 0.6417311429977417, 0.6450073719024658, 0.17550908029079437, 0.5177801847457886]","[0.35082298517227173, 0.65923672914505, 0.565487265586853, 0.13547229766845703, 0.5513412356376648]","[0.4931369721889496, 0.7542301416397095, 0.6221693158149719, 0.3069363236427307, 0.5911391377449036]","[0.34748685359954834, 0.6742634177207947, 0.5266506671905518, 0.2657141387462616, 0.5434068441390991]","[0.5476604104042053, 0.7455360293388367, 0.6756098866462708, 0.2342320829629898, 0.5527509450912476]","[0.31712010502815247, 0.6633169651031494, 0.5545701384544373, 0.16969841718673706, 0.5387277007102966]","[0.3927317261695862, 0.6421781182289124, 0.5627118945121765, 0.21540194749832153, 0.5324183106422424]","[0.34492069482803345, 0.6669521331787109, 0.569348931312561, 0.1508580893278122, 0.5427289605140686]","[0.37787067890167236, 0.673127293586731, 0.606188952922821, 0.13020217418670654, 0.545141875743866]","[0.4133084714412689, 0.7085671424865723, 0.5195334553718567, 0.24871990084648132, 0.5677415728569031]","[0.3953608274459839, 0.6472446918487549, 0.5580155849456787, 0.20145703852176666, 0.5289179682731628]","[0.3658544421195984, 0.6617771983146667, 0.5678492784500122, 0.14940397441387177, 0.5343258380889893]","[0.5599890351295471, 0.8313285708427429, 0.6737653017044067, 0.2600249648094177, 0.5260704755783081]","[0.46952706575393677, 0.7738767862319946, 0.6058854460716248, 0.299256831407547, 0.5153008699417114]","[0.29943975806236267, 0.6641099452972412, 0.5272040963172913, 0.22831663489341736, 0.5178400278091431]","[0.4533262848854065, 0.7937374711036682, 0.6057206392288208, 0.30071747303009033, 0.5176305770874023]","[0.39267992973327637, 0.7147693037986755, 0.5194371938705444, 0.33967745304107666, 0.5596931576728821]","[0.4521881639957428, 0.7125813961029053, 0.526607096195221, 0.36702096462249756, 0.5964521765708923]","[0.506450355052948, 0.8220273852348328, 0.6489261388778687, 0.3018800616264343, 0.5107333064079285]","[0.5172179341316223, 0.7913599610328674, 0.6193537712097168, 0.31805962324142456, 0.5224804878234863]","[0.31857335567474365, 0.6428003907203674, 0.4981434941291809, 0.23951493203639984, 0.5441978573799133]","[0.4594114124774933, 0.668455183506012, 0.5643138885498047, 0.310146689414978, 0.5350978374481201]","[0.3121437728404999, 0.6738458871841431, 0.5635881423950195, 0.13013410568237305, 0.5512229204177856]","[0.30084702372550964, 0.684586226940155, 0.5668008923530579, 0.10738369077444077, 0.5503351092338562]","[0.5446213483810425, 0.8190991878509521, 0.7124955654144287, 0.23816092312335968, 0.5069347023963928]","[0.39595529437065125, 0.6185311079025269, 0.5281129479408264, 0.3077346384525299, 0.5112136602401733]","[0.3924301564693451, 0.620988130569458, 0.5374460220336914, 0.3406226634979248, 0.4996362030506134]","[0.4246690273284912, 0.6320258975028992, 0.5282616019248962, 0.3719862997531891, 0.5290672779083252]","[0.33783629536628723, 0.6513705849647522, 0.5408186912536621, 0.1996387392282486, 0.5309765338897705]","[0.6303720474243164, 0.7742988467216492, 0.6922386884689331, 0.2744402289390564, 0.46566224098205566]","[0.34570419788360596, 0.6560402512550354, 0.5332068800926208, 0.2274520993232727, 0.5113251805305481]","[0.37154462933540344, 0.6466459631919861, 0.5417411923408508, 0.2399827390909195, 0.525669515132904]","[0.41513583064079285, 0.7418897151947021, 0.5370213985443115, 0.269713431596756, 0.5249035954475403]","[0.6421211361885071, 0.7619003057479858, 0.6485880613327026, 0.3393450081348419, 0.4777512550354004]","[0.35415390133857727, 0.6480491757392883, 0.5352674126625061, 0.23008032143115997, 0.506555438041687]","[0.3348809480667114, 0.665299117565155, 0.5578809976577759, 0.162705659866333, 0.520439624786377]","[0.3506583571434021, 0.6715730428695679, 0.5756432414054871, 0.14433729648590088, 0.5324109196662903]","[0.5522052645683289, 0.8134233355522156, 0.6998274922370911, 0.27620428800582886, 0.4984268844127655]","[0.5744844675064087, 0.8347371220588684, 0.6987773180007935, 0.2836160361766815, 0.4873596727848053]"
0.36666667,0.6333333,0.5833333,0.4,0.65
