0.053,0.055,0.027,0.022,0.02,0.055,0.037,0.04,0.031,0.033,0.032,0.023,0.051,0.028,0.049,0.029,0.02,0.017,0.033,0.024,0.024,0.053,0.026,0.037,0.045,0.036,0.025,0.047,0.058,0.06,0.041,0.037,0.029,0.046,0.041,0.043,0.039,0.026,0.02,0.031,0.024,0.027,0.022,0.019,0.013,0.047,0.051,0.035,0.036,0.035,0.025,0.021,0.049,0.02,0.04,0.017,0.009,0.017,0.025,0.016,0.013,0.02,0.034,0.015,0.017,0.016,0.012,0.017,0.036,0.02,0.028,0.03,0.016,0.027,0.023,0.029,0.031,0.035,0.038,0.027,0.006
0.022,0.028,0.023,0.026,0.023,0.02,0.124,0.111,0.099,0.089,0.099,0.094,0.087,0.104,0.097,0.092,0.088,0.088,0.084,0.08,0.077,0.074,0.071,0.068,0.065,0.063,0.062,0.06,0.058,0.056,0.064,0.062,0.061,0.06,0.059,0.058,0.057,0.056,0.056,0.055,0.055,0.151,0.204,0.2,0.202,0.198,0.194,0.19,0.186,0.187,0.184,0.182,0.178,0.227,0.223,0.22,0.236,0.233,0.23,0.291,0.286,0.282,0.277,0.273,0.271,0.267,0.265,0.262,0.258,0.255,0.252,0.248,0.246,0.242,0.239,0.236,0.234,0.231,0.24,0.253,0.252
