0.028,0.003,0.003,0.003,0.003,0.026,0.002,0.024,0.003,0.003,0.003,0.003,0.024,0.003,0.025,0.003,0.003,0.003,0.015,0.003,0.003,0.022,0.003,0.003,0.021,0.003,0.003,0.022,0.023,0.033,0.003,0.003,0.026,0.027,0.003,0.022,0.003,0.003,0.003,0.022,0.003,0.003,0.003,0.003,0.003,0.014,0.044,0.003,0.003,0.014,0.003,0.003,0.042,0.003,0.042,0.003,0.003,0.019,0.039,0.003,0.003,0.003,0.017,0.003,0.003,0.003,0.01,0.014,0.003,0.034,0.003,0.003,0.003,0.003,0.003,0.024,0.032,0.04,0.003,0.003,0.023
0.054,0.817,0.657,0.577,0.528,0.454,0.443,0.408,0.4,0.393,0.388,0.384,0.362,0.36,0.343,0.342,0.342,0.342,0.337,0.337,0.337,0.326,0.327,0.327,0.322,0.323,0.323,0.316,0.309,0.3,0.301,0.302,0.357,0.348,0.348,0.344,0.343,0.343,0.343,0.339,0.339,0.369,0.397,0.396,0.394,0.394,0.387,0.386,0.385,0.385,0.384,0.383,0.377,0.417,0.41,0.409,0.446,0.443,0.436,0.455,0.453,0.451,0.449,0.447,0.446,0.444,0.446,0.457,0.455,0.45,0.448,0.447,0.445,0.444,0.442,0.439,0.434,0.429,0.456,0.482,0.478
