0.3,0.3,0.33,0.345,0.354,0.36,0.352,0.357,0.35,0.354,0.358,0.36,0.356,0.358,0.354,0.351,0.348,0.345,0.348,0.345,0.348,0.345,0.343,0.342,0.34,0.338,0.34,0.339,0.34,0.342,0.341,0.339,0.341,0.342,0.341,0.34,0.339,0.338,0.337,0.336,0.335,0.334,0.334,0.333,0.332,0.332,0.331,0.332,0.331,0.331,0.33,0.331,0.331,0.33,0.33,0.329,0.329,0.33,0.331,0.33,0.33,0.329,0.329,0.328,0.328,0.328,0.327,0.327,0.326,0.326,0.327,0.327,0.326,0.327,0.328,0.327,0.328,0.327,0.327,0.327,0.326,0.327,0.327,0.327,0.326,0.326,0.326,0.326,0.327,0.327,0.328,0.327,0.327,0.328,0.327,0.328,0.328,0.327,0.327,0.328,0.328,0.328,0.328,0.328,0.327,0.327,0.327
0.727,0.727,0.6,0.536,0.498,0.472,0.509,0.488,0.519,0.63,0.787,0.75,0.748,0.719,0.723,0.723,0.853,0.846,0.926,0.916,0.984,0.972,0.962,0.952,0.945,0.936,0.914,0.908,0.889,0.871,0.866,0.863,0.886,0.87,0.866,0.862,0.86,0.857,0.855,0.853,0.85,0.848,0.845,0.843,0.841,0.838,0.883,0.872,0.869,0.867,0.864,0.893,0.89,0.887,0.884,0.882,0.88,0.87,0.861,0.86,0.858,0.892,0.889,0.887,0.884,0.883,0.88,0.879,0.876,0.875,0.867,0.865,0.864,0.857,0.85,0.848,0.841,0.84,0.839,0.838,0.837,0.846,0.845,0.843,0.842,0.842,0.841,0.835,0.83,0.829,0.824,0.823,0.822,0.817,0.816,0.832,0.831,0.83,0.83,0.825,0.824,0.832,0.831,0.83,0.85,0.849,0.848
