1.115,1.115,1.115,1.092,1.097,1.065,1.072,1.051,1.058,1.043,1.03,1.02,1.011,1.003,0.996,1.004,0.998,0.993,0.988,0.994,0.99,0.986,0.992,0.988,0.993,0.998,0.994,0.991,0.988,0.985,0.99,0.987,0.991,0.994,0.992,0.989,0.993,0.996,0.999,1.002,1.005,1.007,1.01,1.012,1.01,1.008,1.009,1.011,1.014,1.011,1.013,1.011,1.009,1.007,1.005,1.004,1.006,1.007,1.009,1.008,1.009,1.011,1.009,1.008,1.009,1.011,1.013,1.014,1.015,1.017,1.015,1.014,1.015,1.017,1.015,1.014,1.012,1.013,1.015,1.016,1.017,1.018,1.02,1.021,1.019,1.02,1.019,1.02,1.021,1.022,1.023,1.024,1.025,1.024,1.023,1.021,1.022,1.023,1.024,1.025,1.026,1.027,1.026,1.025,1.025
0.768,0.768,0.75,0.715,0.715,0.791,0.788,0.836,0.828,0.788,0.755,0.728,0.705,0.889,1.048,1.03,0.995,1.005,0.974,1.079,1.083,1.053,1.039,1.013,1.001,0.99,0.969,0.95,0.932,0.94,0.934,0.942,0.935,0.928,0.914,0.901,0.896,0.892,0.888,0.885,0.882,0.878,0.874,0.872,0.878,0.885,0.88,0.878,0.876,0.867,0.865,0.856,0.862,0.854,0.846,0.89,0.887,0.885,0.882,0.874,0.873,0.87,0.863,0.901,0.898,0.896,0.893,0.891,0.888,0.886,0.88,0.874,0.871,0.869,0.863,0.858,0.862,0.86,0.859,0.857,0.856,0.855,0.854,0.852,0.847,0.845,0.841,0.839,0.838,0.836,0.835,0.834,0.833,0.828,0.832,0.828,0.827,0.826,0.825,0.824,0.823,0.822,0.818,0.842,0.841
