,summary,config,name
56,"{'_runtime': 19.134071588516235, 'tst loss': 0.966, '_trn loss': 1.0345, '_val loss': 1.0979, '_timestamp': 1684217998.4216895, 'acc': 0.5957446808510638, '_step': 47, '_wandb': {'runtime': 17}}","{'D_h1': 256, 'D_h2': 64, 'modal': 't', 'epochs': 500, 'adam_lr': 1e-05, 'dropout': 0.6, 'version': '1911', 'batch_size': 2, 'weight_decay': 1e-05, 'early_stop_num': 10}",1911M6001
57,"{'_step': 59, '_wandb': {'runtime': 21}, '_runtime': 22.997347593307495, 'tst loss': 0.8408, '_trn loss': 1.0227, '_val loss': 1.1178, '_timestamp': 1684217974.5513847, 'acc': 0.6753246753246753}","{'D_h1': 256, 'D_h2': 64, 'modal': 't', 'epochs': 500, 'adam_lr': 1e-05, 'dropout': 0.6, 'version': '1911', 'batch_size': 2, 'weight_decay': 1e-05, 'early_stop_num': 10}",1911M5002
58,"{'_val loss': 1.0088, '_timestamp': 1684217946.7099595, 'acc': 0.6442307692307693, '_step': 46, '_wandb': {'runtime': 17}, '_runtime': 18.98158574104309, 'tst loss': 0.9512, '_trn loss': 1.0482}","{'D_h1': 256, 'D_h2': 64, 'modal': 't', 'epochs': 500, 'adam_lr': 1e-05, 'dropout': 0.6, 'version': '1911', 'batch_size': 2, 'weight_decay': 1e-05, 'early_stop_num': 10}",1911M5001
59,"{'_runtime': 9.167712211608888, 'tst loss': 0.9961, '_trn loss': 1.0534, '_val loss': 1.1345, '_timestamp': 1684217923.0308585, 'acc': 0.719626168224299, '_step': 17, '_wandb': {'runtime': 7}}","{'D_h1': 256, 'D_h2': 64, 'modal': 't', 'epochs': 500, 'adam_lr': 1e-05, 'dropout': 0.6, 'version': '1911', 'batch_size': 2, 'weight_decay': 1e-05, 'early_stop_num': 10}",1911M4002
60,"{'_step': 101, '_wandb': {'runtime': 36}, '_runtime': 37.72360897064209, 'tst loss': 1.1013, '_trn loss': 1.0223, '_val loss': 1.0026, '_timestamp': 1684217908.874457, 'acc': 0.4105263157894737}","{'D_h1': 256, 'D_h2': 64, 'modal': 't', 'epochs': 500, 'adam_lr': 1e-05, 'dropout': 0.6, 'version': '1911', 'batch_size': 2, 'weight_decay': 1e-05, 'early_stop_num': 10}",1911M4001
61,"{'_timestamp': 1684217866.6347687, 'acc': 0.3163265306122449, '_step': 21, '_wandb': {'runtime': 8}, '_runtime': 10.325926780700684, 'tst loss': 1.0745, '_trn loss': 1.0271, '_val loss': 1.1434}","{'D_h1': 256, 'D_h2': 64, 'modal': 't', 'epochs': 500, 'adam_lr': 1e-05, 'dropout': 0.6, 'version': '1911', 'batch_size': 2, 'weight_decay': 1e-05, 'early_stop_num': 10}",1911M2003
62,"{'_runtime': 11.25827956199646, 'tst loss': 1.0813, '_trn loss': 1.0261, '_val loss': 1.1478, '_timestamp': 1684217851.655871, 'acc': 0.405940594059406, '_step': 23, '_wandb': {'runtime': 9}}","{'D_h1': 256, 'D_h2': 64, 'modal': 't', 'epochs': 500, 'adam_lr': 1e-05, 'dropout': 0.6, 'version': '1911', 'batch_size': 2, 'weight_decay': 1e-05, 'early_stop_num': 10}",1911M2002
63,"{'acc': 0.7291666666666666, '_step': 55, '_wandb': {'runtime': 20}, '_runtime': 22.20583724975586, 'tst loss': 0.8553, '_trn loss': 1.0341, '_val loss': 1.0678, '_timestamp': 1684217834.7053783}","{'D_h1': 256, 'D_h2': 64, 'modal': 't', 'epochs': 500, 'adam_lr': 1e-05, 'dropout': 0.6, 'version': '1911', 'batch_size': 2, 'weight_decay': 1e-05, 'early_stop_num': 10}",1911M2001
64,"{'_trn loss': 1.0533, '_val loss': 0.9799, '_timestamp': 1684217808.476819, 'acc': 0.5876288659793815, '_step': 49, '_wandb': {'runtime': 18}, '_runtime': 19.695435047149655, 'tst loss': 0.9719}","{'D_h1': 256, 'D_h2': 64, 'modal': 't', 'epochs': 500, 'adam_lr': 1e-05, 'dropout': 0.6, 'version': '1911', 'batch_size': 2, 'weight_decay': 1e-05, 'early_stop_num': 10}",1911F7002
65,"{'_trn loss': 1.0502, '_val loss': 1.1044, '_timestamp': 1684217784.273483, 'acc': 0.9404761904761904, '_step': 23, '_wandb': {'runtime': 9}, '_runtime': 11.278854131698608, 'tst loss': 0.8716}","{'D_h1': 256, 'D_h2': 64, 'modal': 't', 'epochs': 500, 'adam_lr': 1e-05, 'dropout': 0.6, 'version': '1911', 'batch_size': 2, 'weight_decay': 1e-05, 'early_stop_num': 10}",1911F6003
66,"{'tst loss': 0.9241, '_trn loss': 1.0416, '_val loss': 1.0224, '_timestamp': 1684217767.9566128, 'acc': 0.6904761904761905, '_step': 73, '_wandb': {'runtime': 26}, '_runtime': 27.92501473426819}","{'D_h1': 256, 'D_h2': 64, 'modal': 't', 'epochs': 500, 'adam_lr': 1e-05, 'dropout': 0.6, 'version': '1911', 'batch_size': 2, 'weight_decay': 1e-05, 'early_stop_num': 10}",1911F6002
67,"{'_trn loss': 1.0056, '_val loss': 1.062, '_timestamp': 1684217735.4528651, 'acc': 0.1111111111111111, '_step': 38, '_wandb': {'runtime': 14}, '_runtime': 16.12663507461548, 'tst loss': 1.1901}","{'D_h1': 256, 'D_h2': 64, 'modal': 't', 'epochs': 500, 'adam_lr': 1e-05, 'dropout': 0.6, 'version': '1911', 'batch_size': 2, 'weight_decay': 1e-05, 'early_stop_num': 10}",1911F6001
68,"{'_step': 45, '_wandb': {'runtime': 16}, '_runtime': 18.40985083580017, 'tst loss': 1.2037, '_trn loss': 1.0162, '_val loss': 1.0612, '_timestamp': 1684217714.8739529, 'acc': 0.23893805309734512}","{'D_h1': 256, 'D_h2': 64, 'modal': 't', 'epochs': 500, 'adam_lr': 1e-05, 'dropout': 0.6, 'version': '1911', 'batch_size': 2, 'weight_decay': 1e-05, 'early_stop_num': 10}",1911F5002
69,"{'_wandb': {'runtime': 22}, '_runtime': 23.78496289253235, 'tst loss': 0.9074, '_trn loss': 1.0379, '_val loss': 1.014, '_timestamp': 1684217692.462055, 'acc': 0.7, '_step': 61}","{'D_h1': 256, 'D_h2': 64, 'modal': 't', 'epochs': 500, 'adam_lr': 1e-05, 'dropout': 0.6, 'version': '1911', 'batch_size': 2, 'weight_decay': 1e-05, 'early_stop_num': 10}",1911F5001
70,"{'_runtime': 24.129271268844604, 'tst loss': 1.0068, '_trn loss': 1.0396, '_val loss': 1.0145, '_timestamp': 1684217664.0445824, 'acc': 0.5777777777777777, '_step': 62, '_wandb': {'runtime': 22}}","{'D_h1': 256, 'D_h2': 64, 'modal': 't', 'epochs': 500, 'adam_lr': 1e-05, 'dropout': 0.6, 'version': '1911', 'batch_size': 2, 'weight_decay': 1e-05, 'early_stop_num': 10}",1911F4003
71,"{'_trn loss': 1.0321, '_val loss': 1.1205, '_timestamp': 1684217635.8776178, 'acc': 0.20909090909090908, '_step': 31, '_wandb': {'runtime': 12}, '_runtime': 13.708805799484251, 'tst loss': 1.0852}","{'D_h1': 256, 'D_h2': 64, 'modal': 't', 'epochs': 500, 'adam_lr': 1e-05, 'dropout': 0.6, 'version': '1911', 'batch_size': 2, 'weight_decay': 1e-05, 'early_stop_num': 10}",1911F4002
72,"{'_runtime': 20.724491834640503, 'tst loss': 1.1737, '_trn loss': 1.0333, '_val loss': 1.0369, '_timestamp': 1684217618.1208308, 'acc': 0.21649484536082475, '_step': 52, '_wandb': {'runtime': 19}}","{'D_h1': 256, 'D_h2': 64, 'modal': 't', 'epochs': 500, 'adam_lr': 1e-05, 'dropout': 0.6, 'version': '1911', 'batch_size': 2, 'weight_decay': 1e-05, 'early_stop_num': 10}",1911F4001
73,"{'acc': 0.22448979591836735, '_step': 35, '_wandb': {'runtime': 13}, '_runtime': 14.918447017669678, 'tst loss': 1.24, '_trn loss': 1.0354, '_val loss': 1.0845, '_timestamp': 1684217593.451041}","{'D_h1': 256, 'D_h2': 64, 'modal': 't', 'epochs': 500, 'adam_lr': 1e-05, 'dropout': 0.6, 'version': '1911', 'batch_size': 2, 'weight_decay': 1e-05, 'early_stop_num': 10}",1911F3003
74,"{'tst loss': 1.1527, '_trn loss': 1.0154, '_val loss': 1.1987, '_timestamp': 1684217574.3335035, 'acc': 0.15584415584415584, '_step': 13, '_wandb': {'runtime': 6}, '_runtime': 8.642204761505127}","{'D_h1': 256, 'D_h2': 64, 'modal': 't', 'epochs': 500, 'adam_lr': 1e-05, 'dropout': 0.6, 'version': '1911', 'batch_size': 2, 'weight_decay': 1e-05, 'early_stop_num': 10}",1911F3002
75,"{'_trn loss': 1.0531, '_val loss': 1.1257, '_timestamp': 1684217561.0270877, 'acc': 0.3108108108108108, '_step': 11, '_wandb': {'runtime': 5}, '_runtime': 7.0682454109191895, 'tst loss': 1.0994}","{'D_h1': 256, 'D_h2': 64, 'modal': 't', 'epochs': 500, 'adam_lr': 1e-05, 'dropout': 0.6, 'version': '1911', 'batch_size': 2, 'weight_decay': 1e-05, 'early_stop_num': 10}",1911F3001
76,"{'_timestamp': 1684217549.2011728, 'acc': 0.07079646017699115, '_step': 17, '_wandb': {'runtime': 7}, '_runtime': 9.002310752868652, 'tst loss': 1.1303, '_trn loss': 1.0289, '_val loss': 1.1122}","{'D_h1': 256, 'D_h2': 64, 'modal': 't', 'epochs': 500, 'adam_lr': 1e-05, 'dropout': 0.6, 'version': '1911', 'batch_size': 2, 'weight_decay': 1e-05, 'early_stop_num': 10}",1911F2002
77,"{'acc': 0.4929577464788733, '_step': 61, '_wandb': {'runtime': 24}, '_runtime': 25.313624620437626, 'tst loss': 1.0585, '_trn loss': 1.0213, '_val loss': 1.0342, '_timestamp': 1684217533.1385243}","{'D_h1': 256, 'D_h2': 64, 'modal': 't', 'epochs': 500, 'adam_lr': 1e-05, 'dropout': 0.6, 'version': '1911', 'batch_size': 2, 'weight_decay': 1e-05, 'early_stop_num': 10}",1911F2001
