0.027,0.026,0.029,0.04,0.042,0.051,0.042,0.04,0.034,0.04,0.049,0.039,0.043,0.047,0.048,0.033,0.051,0.054,0.055,0.044,0.05,0.048,0.046,0.053,0.044,0.036,0.034,0.048,0.031,0.028,0.035,0.047,0.035,0.037,0.036,0.032,0.05,0.033,0.048,0.039,0.04,0.049,0.03,0.042,0.029,0.039,0.031,0.043,0.037,0.044,0.033,0.039,0.044,0.033,0.036,0.043,0.026,0.028,0.051,0.034,0.041,0.032,0.049,0.038,0.027,0.027,0.037,0.05,0.035,0.048,0.029
"[0.6560470461845398, 0.706703782081604, 0.5777077078819275, 0.37884002923965454, 0.598757803440094]","[0.7637807726860046, 0.7681310772895813, 0.6260879635810852, 0.30756255984306335, 0.6505424380302429]","[0.6374877095222473, 0.7401963472366333, 0.5687490105628967, 0.3620363175868988, 0.5360119342803955]","[0.6002584099769592, 0.8577103614807129, 0.6119570136070251, 0.29009220004081726, 0.5087746381759644]","[0.5340709090232849, 0.6985594630241394, 0.5494014620780945, 0.39410096406936646, 0.4916021227836609]","[0.5177177786827087, 0.805732786655426, 0.6204943060874939, 0.31470605731010437, 0.49408024549484253]","[0.5713057518005371, 0.8016193509101868, 0.6045244336128235, 0.3312584459781647, 0.47909268736839294]","[0.5774708390235901, 0.801586925983429, 0.5751428604125977, 0.32735830545425415, 0.46746817231178284]","[0.6239563226699829, 0.7951660752296448, 0.5903723239898682, 0.3350363075733185, 0.49583032727241516]","[0.5486529469490051, 0.7146481275558472, 0.5358031392097473, 0.38686659932136536, 0.4793209731578827]","[0.5012533664703369, 0.711046576499939, 0.5508314967155457, 0.3852539658546448, 0.4607084095478058]","[0.579159677028656, 0.7897937297821045, 0.580489456653595, 0.3340469300746918, 0.48785367608070374]","[0.5427365899085999, 0.737448513507843, 0.5645908713340759, 0.3573527932167053, 0.4844861328601837]","[0.6158279180526733, 0.841288149356842, 0.6526343822479248, 0.25207483768463135, 0.5073888897895813]","[0.5086205005645752, 0.6856359839439392, 0.5311025381088257, 0.3947833776473999, 0.4558650553226471]","[0.670637309551239, 0.8082725405693054, 0.622321367263794, 0.2952224314212799, 0.5482304692268372]","[0.4886512756347656, 0.7399547696113586, 0.549667477607727, 0.3665168583393097, 0.4535895884037018]","[0.4809369444847107, 0.7586499452590942, 0.5996272563934326, 0.34912341833114624, 0.4848840832710266]","[0.4772777557373047, 0.7258175015449524, 0.5564899444580078, 0.37128838896751404, 0.4349554479122162]","[0.5311314463615417, 0.7517810463905334, 0.5674605965614319, 0.3663327991962433, 0.47126978635787964]","[0.4886881709098816, 0.69745934009552, 0.5460198521614075, 0.3913845717906952, 0.47397926449775696]","[0.5452015399932861, 0.7893643379211426, 0.5917978882789612, 0.3159090280532837, 0.4562873840332031]","[0.5361961126327515, 0.7804544568061829, 0.5775110721588135, 0.3313070237636566, 0.46862486004829407]","[0.48090678453445435, 0.6827805638313293, 0.5409108400344849, 0.39991259574890137, 0.4569952189922333]","[0.5270025730133057, 0.7299341559410095, 0.552524983882904, 0.3690551519393921, 0.4738042652606964]","[0.5751324892044067, 0.7069655656814575, 0.5569307804107666, 0.3735649883747101, 0.5244097709655762]","[0.5927300453186035, 0.7443081140518188, 0.5548708438873291, 0.3645060956478119, 0.4984099268913269]","[0.49734389781951904, 0.710791289806366, 0.546207070350647, 0.3890523314476013, 0.4695613384246826]","[0.650579035282135, 0.8000795245170593, 0.5965526700019836, 0.3261403739452362, 0.5199576020240784]","[0.7761220335960388, 0.8296681642532349, 0.6413456201553345, 0.28360605239868164, 0.6341941952705383]","[0.601481556892395, 0.8084601163864136, 0.5872412323951721, 0.342786967754364, 0.5002735257148743]","[0.5179079174995422, 0.7432291507720947, 0.5416828989982605, 0.3768016993999481, 0.4340896010398865]","[0.6093681454658508, 0.7937317490577698, 0.5775511860847473, 0.3412603437900543, 0.482063889503479]","[0.5831762552261353, 0.7683565020561218, 0.5695592761039734, 0.35886386036872864, 0.47483426332473755]","[0.5883862972259521, 0.7695502042770386, 0.5661680102348328, 0.3581814765930176, 0.48114946484565735]","[0.6941702961921692, 0.828016459941864, 0.6244426369667053, 0.297550231218338, 0.5377951264381409]","[0.49260395765304565, 0.7229601740837097, 0.5400663614273071, 0.37603479623794556, 0.4551025331020355]","[0.6026793122291565, 0.7713798880577087, 0.5656471848487854, 0.35086557269096375, 0.5015276670455933]","[0.5051847100257874, 0.7227071523666382, 0.5611451864242554, 0.3752579689025879, 0.4730234742164612]","[0.5792184472084045, 0.782555341720581, 0.5723322629928589, 0.33316570520401, 0.4729880690574646]","[0.5732243657112122, 0.806016206741333, 0.592400312423706, 0.3255111873149872, 0.5014057159423828]","[0.49251407384872437, 0.7058635950088501, 0.5368623733520508, 0.38582685589790344, 0.4683118164539337]","[0.7000449299812317, 0.7917606234550476, 0.6307852268218994, 0.30833643674850464, 0.6009520292282104]","[0.5462321043014526, 0.7190377712249756, 0.533336341381073, 0.37308523058891296, 0.45912376046180725]","[0.6465621590614319, 0.7959529161453247, 0.5854126214981079, 0.34082290530204773, 0.5313749313354492]","[0.5538746118545532, 0.7104529738426208, 0.5259917974472046, 0.38136664032936096, 0.47358235716819763]","[0.6412685513496399, 0.7793068885803223, 0.5799431800842285, 0.3407203257083893, 0.5037494897842407]","[0.5399882197380066, 0.7487499713897705, 0.5354824662208557, 0.37682661414146423, 0.43872445821762085]","[0.5839100480079651, 0.7790306806564331, 0.5650337934494019, 0.35352450609207153, 0.47118324041366577]","[0.559977114200592, 0.8176754117012024, 0.5857622027397156, 0.3098616898059845, 0.4698100984096527]","[0.6274029016494751, 0.7958999276161194, 0.5956333875656128, 0.3284124732017517, 0.5158283114433289]","[0.5486400127410889, 0.7189998030662537, 0.525968074798584, 0.38982853293418884, 0.477682501077652]","[0.5375325083732605, 0.7330588698387146, 0.5308331847190857, 0.35787448287010193, 0.4470171332359314]","[0.6028702259063721, 0.7521874904632568, 0.5355053544044495, 0.36072173714637756, 0.48051753640174866]","[0.5732935070991516, 0.7311314344406128, 0.5364859700202942, 0.3540053367614746, 0.5071099400520325]","[0.5361470580101013, 0.7048966288566589, 0.5176982879638672, 0.38064268231391907, 0.4506729543209076]","[0.7148897051811218, 0.7712197303771973, 0.5823132395744324, 0.3155985474586487, 0.5457217693328857]","[0.6377449631690979, 0.7607977986335754, 0.5448020696640015, 0.34635448455810547, 0.5175799131393433]","[0.48481273651123047, 0.6774183511734009, 0.5204054117202759, 0.3957846760749817, 0.4671788811683655]","[0.6813746690750122, 0.8351788520812988, 0.63184654712677, 0.28974393010139465, 0.5422173142433167]","[0.5421103239059448, 0.7195669412612915, 0.5611515641212463, 0.3669576644897461, 0.5172364711761475]","[0.734226405620575, 0.8151477575302124, 0.651517391204834, 0.2763769030570984, 0.5918051600456238]","[0.4979521930217743, 0.7015208601951599, 0.5417656302452087, 0.38955265283584595, 0.4668746590614319]","[0.5863801836967468, 0.7804327607154846, 0.5842752456665039, 0.33101874589920044, 0.5042688250541687]","[0.7704201936721802, 0.7871509790420532, 0.6231048703193665, 0.29142552614212036, 0.6198517680168152]","[0.6862291693687439, 0.7961406707763672, 0.5825420022010803, 0.3214673399925232, 0.5367972254753113]","[0.5692541599273682, 0.7024289965629578, 0.5198585987091064, 0.3832503855228424, 0.4798741042613983]","[0.4917590022087097, 0.6874735951423645, 0.5275107622146606, 0.38186413049697876, 0.4613381624221802]","[0.6451559662818909, 0.8193949460983276, 0.6211538314819336, 0.2984215319156647, 0.539073646068573]","[0.5079101920127869, 0.7101157903671265, 0.5190176963806152, 0.3770902454853058, 0.4373815953731537]","[0.7823267579078674, 0.8266238570213318, 0.6345314979553223, 0.26434439420700073, 0.6279434561729431]"
