0.057,0.042,0.034,0.051,0.035,0.035,0.037,0.043,0.038,0.041,0.039,0.037,0.033,0.039,0.039,0.038,0.038,0.05,0.049,0.036,0.039,0.044,0.044,0.04,0.044,0.037,0.04,0.038,0.037,0.034,0.036,0.037,0.035,0.034,0.035,0.031,0.031,0.033,0.03,0.035,0.035,0.034,0.038,0.042,0.039,0.039,0.035,0.039,0.036,0.048,0.042,0.037,0.043,0.037,0.044,0.047,0.041,0.038,0.036,0.031,0.036,0.035,0.039,0.034,0.032,0.032,0.032,0.033,0.032,0.037,0.034
0.977,0.801,0.563,0.48,0.402,0.348,0.306,0.348,0.341,0.315,0.291,0.555,0.514,0.496,0.466,0.487,0.462,0.444,0.439,0.428,0.411,0.395,0.402,0.387,0.427,0.414,0.506,0.62,0.607,0.621,0.609,0.593,0.578,0.564,0.554,0.589,0.575,0.562,0.549,0.536,0.531,0.565,0.559,0.582,0.574,0.605,0.625,0.618,0.612,0.608,0.601,0.594,0.627,0.625,0.632,0.637,0.675,0.666,0.658,0.654,0.645,0.647,0.639,0.635,0.642,0.636,0.629,0.622,0.622,0.628,0.623
