0.002,0.002,0.01,0.037,0.038,0.002,0.021,0.002,0.03,0.037,0.048,0.002,0.031,0.005,0.043,0.028,0.022,0.045,0.051,0.002,0.051,0.048,0.034,0.013,0.002,0.026,0.051,0.047,0.053,0.051,0.019,0.048,0.05,0.048,0.049,0.052,0.052,0.047,0.025,0.021,0.002,0.049,0.002,0.053,0.053,0.048,0.052,0.049,0.005,0.027,0.002,0.002,0.051,0.002
1.465,1.465,1.05,0.805,0.657,0.608,0.535,0.651,0.59,0.538,0.492,0.484,0.455,0.461,0.433,0.413,0.394,0.374,0.355,0.411,0.392,0.375,0.363,0.356,0.356,0.345,0.333,0.456,0.44,0.426,0.418,0.406,0.394,0.383,0.373,0.363,0.353,0.345,0.339,0.332,0.387,0.378,0.43,0.42,0.411,0.403,0.394,0.387,0.385,0.378,0.378,0.42,0.413,0.432
