0.032,0.015,0.009,0.007,0.009,0.012,0.009,0.007,0.009,0.006,0.009,0.008,0.005,0.006,0.007,0.006,0.006,0.008,0.007,0.007,0.006,0.005,0.011,0.005,0.006,0.006,0.009,0.01,0.009,0.01,0.006,0.012,0.014,0.014,0.006,0.009,0.01,0.008,0.007,0.015,0.012,0.01,0.005,0.011,0.005,0.007,0.009,0.005,0.014,0.01,0.009,0.01,0.016,0.018,0.006,0.017,0.009,0.006,0.009,0.007,0.01,0.015,0.022,0.015,0.009,0.008,0.012,0.009,0.01,0.007,0.012,0.008,0.009,0.021,0.011,0.011,0.012,0.017,0.013,0.015,0.012,0.018,0.012,0.008,0.015,0.009,0.013,0.013,0.009,0.007,0.016,0.006,0.006,0.019,0.01,0.016,0.005
1.338,1.068,0.887,0.788,0.887,0.778,0.752,0.721,0.69,0.657,0.611,0.579,0.583,0.56,0.534,0.515,0.497,0.483,0.485,0.473,0.537,0.533,0.626,0.613,0.599,0.587,0.573,0.56,0.557,0.547,0.544,0.552,0.539,0.525,0.521,0.572,0.62,0.614,0.611,0.6,0.591,0.582,0.578,0.567,0.563,0.557,0.548,0.555,0.546,0.575,0.573,0.564,0.557,0.549,0.548,0.541,0.575,0.584,0.577,0.572,0.567,0.561,0.555,0.55,0.549,0.544,0.563,0.559,0.553,0.563,0.558,0.559,0.587,0.612,0.621,0.643,0.666,0.66,0.656,0.651,0.645,0.668,0.663,0.666,0.659,0.682,0.676,0.67,0.663,0.658,0.652,0.648,0.646,0.641,0.651,0.645,0.651
"[0.5812099575996399, 0.6352002620697021, 0.574009358882904, 0.42509350180625916, 0.5503295063972473]","[0.628546953201294, 0.7449468374252319, 0.5937266945838928, 0.3768366873264313, 0.5939004421234131]","[0.6327334642410278, 0.8085224628448486, 0.6142849922180176, 0.3421604037284851, 0.6323574185371399]","[0.6185883283615112, 0.8242281675338745, 0.6313315033912659, 0.31484395265579224, 0.6250678896903992]","[0.6064526438713074, 0.8190640211105347, 0.6372308135032654, 0.3422582745552063, 0.6162323355674744]","[0.6338327527046204, 0.8003473877906799, 0.5844548344612122, 0.3489726781845093, 0.5674176216125488]","[0.6133748888969421, 0.8111661076545715, 0.6191314458847046, 0.32540813088417053, 0.6031026840209961]","[0.6372836232185364, 0.836999237537384, 0.6089813113212585, 0.32889246940612793, 0.6153703331947327]","[0.6472877860069275, 0.8214118480682373, 0.5811290144920349, 0.32149577140808105, 0.5863174796104431]","[0.6266015768051147, 0.8565690517425537, 0.6429247260093689, 0.3193582594394684, 0.6281141042709351]","[0.5936916470527649, 0.8701313138008118, 0.7076235413551331, 0.35887500643730164, 0.6310291886329651]","[0.6324071884155273, 0.8201917409896851, 0.5980311632156372, 0.3147740662097931, 0.5927343368530273]","[0.6316092610359192, 0.8470960259437561, 0.6253873109817505, 0.28691545128822327, 0.637961208820343]","[0.6198626160621643, 0.870625376701355, 0.6753090620040894, 0.326976478099823, 0.6378636956214905]","[0.607774019241333, 0.8848822116851807, 0.705919086933136, 0.3303205370903015, 0.6456648111343384]","[0.6093907952308655, 0.8782117366790771, 0.6878390312194824, 0.32177475094795227, 0.6394146084785461]","[0.6047753691673279, 0.882043719291687, 0.6934787034988403, 0.3121764361858368, 0.6431780457496643]","[0.63364577293396, 0.825531542301178, 0.5955856442451477, 0.3030703663825989, 0.5931994318962097]","[0.6311953663825989, 0.8326197862625122, 0.6100896596908569, 0.3238629102706909, 0.6347132921218872]","[0.6184583902359009, 0.8593814373016357, 0.6610144376754761, 0.33868202567100525, 0.6244789361953735]","[0.6164358258247375, 0.8766879439353943, 0.6812939643859863, 0.3194524943828583, 0.6356709003448486]","[0.6314325928688049, 0.871414065361023, 0.6474313735961914, 0.29085370898246765, 0.6365717053413391]","[0.5800626873970032, 0.8695561289787292, 0.724879264831543, 0.3817082941532135, 0.6415675282478333]","[0.6171624660491943, 0.8803638815879822, 0.6740645170211792, 0.2996034324169159, 0.6444995999336243]","[0.6033371090888977, 0.8701403737068176, 0.6775226593017578, 0.3131827116012573, 0.6379674077033997]","[0.6114743947982788, 0.8741797804832458, 0.6777471899986267, 0.3068154752254486, 0.6462873220443726]","[0.639327347278595, 0.826903760433197, 0.5877167582511902, 0.3299187123775482, 0.5862300395965576]","[0.6418622136116028, 0.8088536262512207, 0.5819657444953918, 0.33800581097602844, 0.5817663073539734]","[0.6108189225196838, 0.828343391418457, 0.633274257183075, 0.34000909328460693, 0.6099562048912048]","[0.5850364565849304, 0.8350498080253601, 0.6754741668701172, 0.3560323119163513, 0.6126638054847717]","[0.6212720274925232, 0.8323537111282349, 0.6198583841323853, 0.2779499292373657, 0.6101270914077759]","[0.5966646075248718, 0.7885307669639587, 0.6104347705841064, 0.3334375023841858, 0.5816029906272888]","[0.5565598607063293, 0.8591971397399902, 0.7335955500602722, 0.3952329456806183, 0.6310193538665771]","[0.5555210113525391, 0.8772237300872803, 0.7459514141082764, 0.3929217755794525, 0.6370237469673157]","[0.6139636635780334, 0.87148517370224, 0.67295902967453, 0.3050895631313324, 0.6281999349594116]","[0.590787410736084, 0.8783754706382751, 0.7151100039482117, 0.3499617874622345, 0.6379409432411194]","[0.6390981674194336, 0.8227249383926392, 0.5950005650520325, 0.3422645628452301, 0.5665902495384216]","[0.603705883026123, 0.840935468673706, 0.6541273593902588, 0.3280718922615051, 0.60684734582901]","[0.6142399311065674, 0.8413233757019043, 0.6447468400001526, 0.3146728277206421, 0.6093441247940063]","[0.6418386697769165, 0.8117490410804749, 0.5585810542106628, 0.37707558274269104, 0.5415120124816895]","[0.636888325214386, 0.7984688878059387, 0.5675942897796631, 0.3372732996940613, 0.5727072358131409]","[0.5892849564552307, 0.8363875150680542, 0.6847280859947205, 0.36847901344299316, 0.616304874420166]","[0.6260404586791992, 0.8715358376502991, 0.6590184569358826, 0.2996154725551605, 0.6324344277381897]","[0.575009822845459, 0.8747523427009583, 0.7340062856674194, 0.37216272950172424, 0.6457801461219788]","[0.6132787466049194, 0.8708829879760742, 0.6683921217918396, 0.2869337201118469, 0.6400661468505859]","[0.6021356582641602, 0.8623916506767273, 0.6756256222724915, 0.31716224551200867, 0.6350839138031006]","[0.5904198884963989, 0.8665172457695007, 0.7097786068916321, 0.3533620238304138, 0.6368108987808228]","[0.6057307124137878, 0.8469620943069458, 0.6428685188293457, 0.25842711329460144, 0.6549895405769348]","[0.5561089515686035, 0.8508123159408569, 0.7336146235466003, 0.38938555121421814, 0.6346680521965027]","[0.6175848841667175, 0.8135725855827332, 0.6000221371650696, 0.33664393424987793, 0.57993483543396]","[0.5909876823425293, 0.8254362344741821, 0.6533404588699341, 0.32354652881622314, 0.6116943359375]","[0.5787919163703918, 0.8654268980026245, 0.7182577848434448, 0.35074207186698914, 0.638478696346283]","[0.6272790431976318, 0.7988643646240234, 0.5644129514694214, 0.3832464814186096, 0.5522406697273254]","[0.5481362342834473, 0.8120840191841125, 0.715623676776886, 0.4232451915740967, 0.6101797223091125]","[0.6116955280303955, 0.8490614295005798, 0.6442899703979492, 0.30585777759552, 0.6177894473075867]","[0.6335000991821289, 0.7980928421020508, 0.5519963502883911, 0.3927038311958313, 0.5418317914009094]","[0.5975649356842041, 0.8272634744644165, 0.6441754698753357, 0.33214205503463745, 0.614728569984436]","[0.6192774772644043, 0.8429422378540039, 0.6337116956710815, 0.3091650903224945, 0.6222217679023743]","[0.5897824168205261, 0.8631365299224854, 0.701788067817688, 0.35258749127388, 0.6340543031692505]","[0.5998982191085815, 0.866357684135437, 0.6819911599159241, 0.3188078999519348, 0.634404718875885]","[0.6509504318237305, 0.8251281380653381, 0.5851695537567139, 0.3327801525592804, 0.5534368753433228]","[0.6307116150856018, 0.7953284978866577, 0.5565747022628784, 0.37133580446243286, 0.5453375577926636]","[0.6347432136535645, 0.7650357484817505, 0.542664647102356, 0.41831833124160767, 0.5250018835067749]","[0.6291991472244263, 0.7733975052833557, 0.5661641359329224, 0.34908345341682434, 0.5467855334281921]","[0.6161863207817078, 0.819416880607605, 0.6287862658500671, 0.3404608368873596, 0.6074536442756653]","[0.5999775528907776, 0.8638960123062134, 0.6844706535339355, 0.3476102650165558, 0.6294006705284119]","[0.6300675868988037, 0.8166162371635437, 0.5829993486404419, 0.34719863533973694, 0.5548679828643799]","[0.5981820821762085, 0.843747079372406, 0.6667572855949402, 0.3416059911251068, 0.6139240860939026]","[0.5801169276237488, 0.8713186383247375, 0.7233425378799438, 0.35823723673820496, 0.631466805934906]","[0.6016555428504944, 0.863008975982666, 0.6804814338684082, 0.3331182301044464, 0.6251879334449768]","[0.6235354542732239, 0.7986511588096619, 0.5999205112457275, 0.34580305218696594, 0.561499834060669]","[0.611105740070343, 0.8185492157936096, 0.6300339102745056, 0.31168103218078613, 0.6007052063941956]","[0.5923080444335938, 0.8370105624198914, 0.665322482585907, 0.3353293240070343, 0.6119915246963501]","[0.6183262467384338, 0.7848510146141052, 0.5440121293067932, 0.4109267592430115, 0.5277029275894165]","[0.5890898108482361, 0.8008860945701599, 0.6410585641860962, 0.34493526816368103, 0.5953040719032288]","[0.5761677026748657, 0.853969395160675, 0.7096572518348694, 0.3662078380584717, 0.6251158714294434]","[0.5692418217658997, 0.8731809854507446, 0.7298946976661682, 0.37162619829177856, 0.63607257604599]","[0.6230403780937195, 0.8002467155456543, 0.567225456237793, 0.3980311453342438, 0.5421164631843567]","[0.6253411769866943, 0.7842915058135986, 0.5767263174057007, 0.3460911512374878, 0.5614697337150574]","[0.6347602605819702, 0.7948958277702332, 0.5638106465339661, 0.361774742603302, 0.5336160063743591]","[0.5752080082893372, 0.8384543061256409, 0.6959128975868225, 0.3753247857093811, 0.6147536635398865]","[0.6278291940689087, 0.7885547876358032, 0.5618915557861328, 0.40481090545654297, 0.5332173705101013]","[0.582354724407196, 0.8264983892440796, 0.686387836933136, 0.3739183843135834, 0.6092683672904968]","[0.6234565377235413, 0.8443464636802673, 0.6387318968772888, 0.3308138847351074, 0.5931227207183838]","[0.5596893429756165, 0.8697123527526855, 0.7356851696968079, 0.4054427146911621, 0.6447057127952576]","[0.5895300507545471, 0.887113094329834, 0.7250539660453796, 0.35868120193481445, 0.6467242240905762]","[0.6348473429679871, 0.8040194511413574, 0.5881868004798889, 0.3680594861507416, 0.5563612580299377]","[0.5704761743545532, 0.8480550646781921, 0.718678891658783, 0.3903815746307373, 0.6231406331062317]","[0.5832465887069702, 0.8884645104408264, 0.7356320023536682, 0.3498961627483368, 0.6478606462478638]","[0.5963653922080994, 0.8746454119682312, 0.700798749923706, 0.3287530839443207, 0.638068437576294]","[0.5513679385185242, 0.8807738423347473, 0.75392085313797, 0.4126018285751343, 0.6556212306022644]","[0.6113467812538147, 0.8650988340377808, 0.6854941248893738, 0.32311752438545227, 0.6287919878959656]","[0.6449156999588013, 0.8564284443855286, 0.6356146335601807, 0.32599321007728577, 0.6012726426124573]","[0.6454595327377319, 0.8022015690803528, 0.5563926696777344, 0.4131438434123993, 0.5151693820953369]","[0.6117199659347534, 0.8238405585289001, 0.6460103988647461, 0.3669387996196747, 0.6019220948219299]","[0.5596803426742554, 0.8619199991226196, 0.7358090877532959, 0.42010560631752014, 0.6469973921775818]","[0.6330105066299438, 0.863983690738678, 0.6728277206420898, 0.3182796239852905, 0.616105854511261]"
0.75,0.8833333,0.7,0.21666667,0.65
