0.071,0.041,0.041,0.041,0.041,0.041,0.062,0.078,0.077,0.041,0.046,0.1,0.053,0.041,0.041,0.044,0.041,0.079,0.072,0.041,0.055,0.137,0.053,0.041,0.041,0.164,0.061,0.078,0.05,0.14,0.098,0.041,0.053,0.182,0.098,0.063,0.095,0.068,0.077,0.181,0.048,0.217,0.044,0.108,0.086,0.059,0.079,0.043,0.056,0.041,0.05,0.168,0.084,0.09,0.197,0.041,0.046,0.041,0.061,0.063,0.088,0.062,0.039,0.124,0.04,0.041,0.207,0.067,0.042,0.21,0.215,0.22,0.041,0.194,0.216,0.056,0.048,0.04,0.193,0.089,0.198,0.04,0.08,0.04,0.146,0.039,0.175,0.055,0.041,0.158,0.052,0.04,0.039,0.041,0.057,0.143,0.041,0.041,0.045
0.1,0.652,0.592,0.745,0.691,0.654,0.586,0.527,0.478,0.687,0.666,0.635,0.773,0.901,1.013,1.091,1.178,1.265,1.273,1.27,1.22,1.174,1.225,1.281,1.248,1.206,1.26,1.228,1.229,1.195,1.166,1.14,1.113,1.084,1.134,1.113,1.126,1.167,1.174,1.148,1.127,1.101,1.083,1.124,1.107,1.087,1.066,1.09,1.073,1.102,1.106,1.087,1.095,1.081,1.063,1.065,1.053,1.043,1.028,1.018,1.006,0.997,0.993,0.981,0.976,1.001,0.987,0.978,0.97,0.957,0.945,0.932,0.951,0.939,0.927,0.946,0.937,0.937,0.926,0.919,0.909,0.927,0.92,0.917,0.943,0.959,0.949,0.943,0.939,0.93,0.924,0.92,0.919,0.936,0.952,0.975,0.991,0.993,0.996
