0.024,0.021,0.036,0.022,0.009,0.017,0.041,0.036,0.019,0.016,0.008,0.014,0.005,0.009,0.005,0.006,0.015,0.019,0.024,0.007,0.019,0.006,0.017,0.02,0.034,0.02,0.036,0.018,0.018,0.016,0.017,0.02,0.02,0.021,0.02,0.009,0.015,0.012,0.017,0.024,0.024,0.018,0.013,0.035,0.011,0.023,0.02,0.038,0.011,0.044,0.021,0.022,0.015,0.03,0.012,0.016,0.009,0.014,0.021,0.026,0.031,0.016,0.036,0.032,0.012,0.036,0.01,0.018,0.022,0.029,0.022,0.021,0.009,0.012,0.016,0.012,0.008,0.025,0.028,0.011,0.018,0.023,0.007,0.003
0.001,0.092,0.187,0.24,0.222,0.187,0.387,0.493,0.45,0.412,0.45,0.414,0.382,0.355,0.331,0.311,0.297,0.282,0.275,0.261,0.26,0.249,0.239,0.231,0.253,0.245,0.259,0.252,0.245,0.32,0.312,0.302,0.294,0.287,0.28,0.272,0.265,0.259,0.254,0.251,0.257,0.258,0.318,0.318,0.342,0.339,0.334,0.334,0.335,0.374,0.373,0.366,0.359,0.355,0.352,0.346,0.34,0.336,0.331,0.33,0.327,0.323,0.324,0.322,0.317,0.321,0.346,0.341,0.343,0.344,0.341,0.347,0.344,0.34,0.343,0.339,0.335,0.352,0.352,0.351,0.393,0.389,0.385,0.38
"[0.529329240322113, 0.7746192216873169, 0.6302339434623718, 0.3228329122066498, 0.46596720814704895]","[0.6255549788475037, 0.6417022943496704, 0.5704473853111267, 0.3510143458843231, 0.5601688027381897]","[0.5897597074508667, 0.5401425361633301, 0.5707559585571289, 0.3911994397640228, 0.5834736824035645]","[0.6044278144836426, 0.6273800134658813, 0.5920817255973816, 0.33815324306488037, 0.6013169288635254]","[0.6599532961845398, 0.7285423874855042, 0.6378873586654663, 0.25850173830986023, 0.5880880355834961]","[0.5621971487998962, 0.8150648474693298, 0.6365194916725159, 0.27968937158584595, 0.5022374391555786]","[0.5751467347145081, 0.5515453219413757, 0.5311329960823059, 0.42374172806739807, 0.5425570607185364]","[0.5960991978645325, 0.5496370792388916, 0.5431268215179443, 0.39945927262306213, 0.5664855241775513]","[0.5935146808624268, 0.6847414374351501, 0.5875139832496643, 0.2946184575557709, 0.5490796566009521]","[0.6482695937156677, 0.6302149891853333, 0.6207705736160278, 0.28581544756889343, 0.6255188584327698]","[0.6315734386444092, 0.8010768890380859, 0.6735703945159912, 0.22137077152729034, 0.607286810874939]","[0.6849420070648193, 0.6237767934799194, 0.6366955637931824, 0.2707386612892151, 0.6385377645492554]","[0.7212342619895935, 0.7438026666641235, 0.6499363780021667, 0.20878978073596954, 0.656765341758728]","[0.7050879597663879, 0.6800874471664429, 0.6746386885643005, 0.21464182436466217, 0.6707935929298401]","[0.7646722793579102, 0.748710572719574, 0.6597805023193359, 0.17524506151676178, 0.6695138216018677]","[0.683422327041626, 0.7648053169250488, 0.6341429352760315, 0.21266797184944153, 0.6177299618721008]","[0.6171841025352478, 0.676903486251831, 0.6057080626487732, 0.28365007042884827, 0.6010051965713501]","[0.5773504972457886, 0.7779834866523743, 0.5862812399864197, 0.34133824706077576, 0.5031396746635437]","[0.6158341765403748, 0.5811975002288818, 0.6256024241447449, 0.3251521587371826, 0.6208811402320862]","[0.7076849937438965, 0.706021249294281, 0.6464780569076538, 0.23352234065532684, 0.6484649181365967]","[0.6141980886459351, 0.6422656178474426, 0.5980057716369629, 0.31657472252845764, 0.5959755182266235]","[0.7041533589363098, 0.7372259497642517, 0.62688148021698, 0.22609438002109528, 0.6154830455780029]","[0.6588406562805176, 0.6199472546577454, 0.6193612813949585, 0.2888720631599426, 0.6139775514602661]","[0.5741293430328369, 0.7441007494926453, 0.5904684066772461, 0.32595208287239075, 0.5093840956687927]","[0.6084432005882263, 0.5538488030433655, 0.5505030155181885, 0.40446558594703674, 0.5892266631126404]","[0.5886604189872742, 0.7326387166976929, 0.5701459050178528, 0.3334459364414215, 0.5108991861343384]","[0.6040931344032288, 0.5374007225036621, 0.5640937089920044, 0.4115416407585144, 0.5929730534553528]","[0.6591344475746155, 0.6048707962036133, 0.616496205329895, 0.30554381012916565, 0.6046229600906372]","[0.6101797223091125, 0.6512048840522766, 0.6038039326667786, 0.28993159532546997, 0.593045175075531]","[0.5526462197303772, 0.8289858102798462, 0.6405052542686462, 0.2826881408691406, 0.553982675075531]","[0.584246039390564, 0.7790672183036804, 0.5809907913208008, 0.3067092001438141, 0.5211313962936401]","[0.5610319972038269, 0.8442293405532837, 0.6391008496284485, 0.2917792499065399, 0.45773473381996155]","[0.662485659122467, 0.5886510014533997, 0.6268787384033203, 0.31333082914352417, 0.6187654137611389]","[0.6600875854492188, 0.5772082805633545, 0.609831690788269, 0.31617969274520874, 0.6159065365791321]","[0.6283653974533081, 0.6276914477348328, 0.5881711840629578, 0.3088650405406952, 0.5782943964004517]","[0.7295799255371094, 0.6583555936813354, 0.6629029512405396, 0.2279176563024521, 0.6616634726524353]","[0.6639254689216614, 0.6273708343505859, 0.6284000873565674, 0.2722240090370178, 0.6322828531265259]","[0.6675181984901428, 0.6602131128311157, 0.6318241357803345, 0.2632523775100708, 0.6325181126594543]","[0.5927180051803589, 0.7219966053962708, 0.5955392718315125, 0.3328704535961151, 0.5412907600402832]","[0.6593438982963562, 0.5685803294181824, 0.6037658452987671, 0.35178548097610474, 0.6253806352615356]","[0.6016504764556885, 0.6249375343322754, 0.5715351104736328, 0.3611418902873993, 0.6028090715408325]","[0.6242125034332275, 0.6447457671165466, 0.6046175360679626, 0.3184387683868408, 0.6232467889785767]","[0.5822229981422424, 0.7992260456085205, 0.6557668447494507, 0.259551465511322, 0.5600419044494629]","[0.5879086256027222, 0.5447020530700684, 0.5767936110496521, 0.39643529057502747, 0.5859442949295044]","[0.6571029424667358, 0.7372273802757263, 0.5825402140617371, 0.34038689732551575, 0.606564462184906]","[0.5760846138000488, 0.6386466026306152, 0.6052797436714172, 0.32811105251312256, 0.5973250269889832]","[0.6034213304519653, 0.6551977396011353, 0.5883550643920898, 0.3171187937259674, 0.5718079805374146]","[0.5741517543792725, 0.539549708366394, 0.5731471180915833, 0.40045657753944397, 0.5823072791099548]","[0.6053472757339478, 0.7726414203643799, 0.6537802219390869, 0.24332240223884583, 0.5905963182449341]","[0.5509817600250244, 0.5517879128456116, 0.5267443656921387, 0.4261777400970459, 0.5231313109397888]","[0.5615561008453369, 0.7567485570907593, 0.5582119822502136, 0.3094484806060791, 0.5223947167396545]","[0.5615358948707581, 0.7471635937690735, 0.5857295393943787, 0.3382802903652191, 0.5003662705421448]","[0.5751511454582214, 0.8364444971084595, 0.6486183404922485, 0.304225891828537, 0.5187448263168335]","[0.5884109735488892, 0.5732620358467102, 0.591516375541687, 0.3665090799331665, 0.6011897921562195]","[0.6449010372161865, 0.6964435577392578, 0.5934778451919556, 0.278767466545105, 0.599819540977478]","[0.6634225249290466, 0.6187708377838135, 0.6237735152244568, 0.28622573614120483, 0.6280558705329895]","[0.7133389711380005, 0.6670188903808594, 0.658089280128479, 0.22877994179725647, 0.6574363708496094]","[0.6514565348625183, 0.6583602428436279, 0.6123476624488831, 0.27699199318885803, 0.5879191756248474]","[0.6414556503295898, 0.5933265686035156, 0.6066295504570007, 0.3172721564769745, 0.6221125721931458]","[0.5711320638656616, 0.6254987120628357, 0.579357385635376, 0.3364156186580658, 0.5757588148117065]","[0.6209943890571594, 0.5334401726722717, 0.6012477874755859, 0.3733763098716736, 0.6115837693214417]","[0.581669270992279, 0.7394087910652161, 0.6185429692268372, 0.3341814875602722, 0.5890411138534546]","[0.591368556022644, 0.5445330142974854, 0.5651674270629883, 0.3983382284641266, 0.5778964161872864]","[0.5606390833854675, 0.573239803314209, 0.5895428657531738, 0.3544189929962158, 0.6020945310592651]","[0.708392322063446, 0.6358432769775391, 0.6342200636863708, 0.2536369562149048, 0.6404412984848022]","[0.560391366481781, 0.5650657415390015, 0.5516703128814697, 0.38146543502807617, 0.5635626912117004]","[0.6301692128181458, 0.7438148856163025, 0.6162205934524536, 0.29516687989234924, 0.599798321723938]","[0.6341578960418701, 0.6237965822219849, 0.6234229803085327, 0.2973491847515106, 0.6264632940292358]","[0.6013597846031189, 0.6442664265632629, 0.570836067199707, 0.32555079460144043, 0.5644410848617554]","[0.5633814334869385, 0.6077374219894409, 0.5811127424240112, 0.3625563979148865, 0.5856269598007202]","[0.592033863067627, 0.6298115253448486, 0.5966718196868896, 0.30322808027267456, 0.5918751358985901]","[0.637132465839386, 0.66171795129776, 0.5416462421417236, 0.3871660828590393, 0.5793417692184448]","[0.6794119477272034, 0.743314802646637, 0.5877696871757507, 0.3335125744342804, 0.5966824889183044]","[0.5914154052734375, 0.8621076345443726, 0.6768858432769775, 0.2938324511051178, 0.5403456687927246]","[0.682267963886261, 0.6357330083847046, 0.579823911190033, 0.3362610936164856, 0.6255184412002563]","[0.6249606609344482, 0.7568400502204895, 0.6175501346588135, 0.33005788922309875, 0.5510786175727844]","[0.6380631327629089, 0.8783769607543945, 0.7040150165557861, 0.24941803514957428, 0.5597836971282959]","[0.6022006273269653, 0.6430040001869202, 0.5542669296264648, 0.396546870470047, 0.5653151869773865]","[0.5626323223114014, 0.6203516125679016, 0.571431040763855, 0.34950488805770874, 0.5654740333557129]","[0.6266741752624512, 0.7496517896652222, 0.5937792658805847, 0.3022897243499756, 0.5949841737747192]","[0.603795051574707, 0.661342442035675, 0.6035283207893372, 0.27561724185943604, 0.6028745770454407]","[0.6126745939254761, 0.6075171828269958, 0.5776957273483276, 0.3245747983455658, 0.5886459946632385]","[0.6428048610687256, 0.8575438261032104, 0.6751359701156616, 0.22060047090053558, 0.6218454241752625]","[0.7021557092666626, 0.8221482634544373, 0.6315323114395142, 0.25491470098495483, 0.6111621856689453]"
0.81666666,0.85,0.68333334,0.26666668,0.6333333
