2.58,2.578,2.577,2.576,2.576,2.577,2.577,2.578,2.577,2.577,2.577,2.577,2.577,2.576,2.576,2.577,2.577,2.577,2.558,2.56,2.56,2.561,2.562,2.562,2.563,2.563,2.563,2.563,2.564,2.564,2.564,2.565,2.565,2.565,2.566,2.566,2.566,2.566,2.566,2.567,2.567,2.567,2.567,2.567,2.567,2.568,2.568,2.568,2.568,2.568,2.569,2.569,2.569,2.569,2.569,2.569,2.569,2.569,2.569,2.561,2.562,2.562,2.562,2.562,2.563,2.563,2.563,2.563,2.563,2.564,2.564,2.564,2.564,2.564,2.564,2.564,2.564,2.565,2.565,2.565,2.565,2.565,2.565,2.565,2.566,2.566,2.566,2.564,2.564,2.565
0.692,0.942,0.784,0.886,0.802,0.802,0.786,0.788,0.752,0.724,0.7,0.681,0.664,0.65,0.686,0.693,0.693,0.681,0.659,0.666,0.657,0.648,0.672,0.663,0.655,0.648,0.641,0.654,0.647,0.641,0.659,0.676,0.68,0.673,0.674,0.668,0.663,0.665,0.668,0.681,0.73,0.741,0.751,0.761,0.771,0.812,0.852,0.859,0.856,0.848,0.847,0.84,0.839,0.832,0.825,0.819,0.813,0.819,0.826,0.814,0.821,0.819,0.813,0.813,0.813,0.807,0.813,0.819,0.824,0.822,0.82,0.82,0.815,0.814,0.81,0.805,0.801,0.796,0.795,0.791,0.787,0.81,0.832,0.831,0.829,0.829,0.828,0.825,0.823,0.822
