0.021,0.017,0.008,0.008,0.005,0.004,0.005,0.011,0.005,0.004,0.004,0.005,0.014,0.008,0.012,0.009,0.008,0.01,0.011,0.011,0.008,0.012,0.013,0.01,0.009,0.006,0.006,0.004,0.004,0.005,0.007,0.008,0.012,0.011,0.008,0.006,0.005,0.005,0.005,0.006,0.006,0.009,0.012,0.012,0.009,0.011,0.01,0.006,0.008,0.004,0.004,0.004,0.007,0.015,0.004,0.004,0.011,0.01,0.009,0.007,0.005,0.005,0.005,0.01,0.011,0.01,0.012,0.008,0.005,0.005,0.005,0.008,0.006,0.008,0.008,0.004,0.008,0.006,0.004,0.004,0.004,0.005,0.008,0.005,0.006,0.004,0.004,0.004,0.009,0.011,0.009,0.008,0.006,0.004,0.007
0.114,0.128,0.134,0.133,0.122,0.111,0.115,0.121,0.116,0.108,0.102,0.1,0.095,0.214,0.201,0.22,0.294,0.282,0.307,0.294,0.384,0.368,0.364,0.353,0.344,0.332,0.32,0.311,0.382,0.472,0.467,0.469,0.456,0.443,0.456,0.446,0.437,0.427,0.42,0.413,0.456,0.486,0.48,0.47,0.461,0.453,0.444,0.518,0.588,0.636,0.624,0.614,0.605,0.65,0.642,0.631,0.621,0.612,0.636,0.66,0.654,0.649,0.643,0.672,0.662,0.652,0.643,0.652,0.682,0.674,0.665,0.656,0.648,0.64,0.632,0.626,0.619,0.613,0.607,0.6,0.608,0.601,0.595,0.605,0.611,0.621,0.642,0.636,0.63,0.623,0.617,0.641,0.662,0.69,0.683
