0.454,0.818,0.697,0.636,0.6,0.575,1.432,1.309,1.214,1.138,1.076,1.024,0.98,0.943,0.91,0.882,0.856,0.834,0.814,0.796,0.78,0.765,0.751,0.739,0.728,0.757,0.79,0.772,0.761,0.757,0.747,0.738,0.73,0.721,0.746,0.738,0.73,0.893,0.882,1.033,1.019,1.005,1.052,1.038,1.025,1.013,1.001,0.989,1.043,1.032,1.02,1.009,0.999,0.989,0.979,1.0,0.991,0.981,0.972,0.964,0.955,0.947,0.939,0.932,0.924,0.917,0.91,0.904,0.897,0.891,0.925,0.919,0.912,0.906,0.9,0.894,0.889,0.883,0.877,0.871,0.866,0.908,0.903,0.897,0.892,0.887,0.882,0.877,0.872,0.868,0.863,0.859,0.859,0.883,0.878
0.809,0.898,0.918,0.928,0.934,0.938,0.86,0.854,0.866,0.875,0.883,0.889,0.883,0.878,0.873,0.878,0.874,0.871,0.867,0.865,0.907,0.903,0.899,0.895,0.898,0.887,0.877,0.873,0.871,0.908,0.91,0.911,0.908,0.905,0.909,0.91,0.912,0.898,0.896,0.883,0.885,0.906,0.906,0.904,0.902,0.903,0.905,0.922,0.933,0.93,0.931,0.931,0.932,0.932,0.933,0.927,0.925,0.923,0.937,0.951,0.951,0.951,0.951,0.964,0.961,0.959,0.957,0.955,0.953,0.953,0.945,0.943,0.943,0.941,0.941,0.942,0.94,0.94,0.938,0.938,0.937,0.93,0.929,0.927,0.926,0.925,0.923,0.922,0.92,0.919,0.918,0.927,0.938,0.954,0.952
