0.022,0.024,0.02,0.018,0.014,0.014,0.011,0.012,0.016,0.016,0.011,0.014,0.019,0.014,0.012,0.015,0.012,0.016,0.011,0.013,0.019,0.016,0.01,0.011,0.011,0.011,0.018,0.018,0.012,0.016,0.014,0.011,0.019,0.012,0.018,0.011,0.011,0.019,0.009,0.012,0.011,0.009,0.012,0.012,0.011,0.011,0.013,0.012,0.009,0.009,0.011,0.012,0.01,0.014,0.02,0.011,0.01,0.024,0.01,0.011,0.011,0.018,0.014,0.019,0.011,0.014,0.011,0.016,0.014,0.017,0.019,0.02,0.023,0.013
"[0.5703899264335632, 0.7111831903457642, 0.5570570230484009, 0.3497679531574249, 0.5534313321113586]","[0.7182884812355042, 0.760979950428009, 0.663083016872406, 0.2928768992424011, 0.604463517665863]","[0.6989850401878357, 0.7947512865066528, 0.6715907454490662, 0.30125337839126587, 0.5900775790214539]","[0.7098394632339478, 0.8487086296081543, 0.6889397501945496, 0.27091532945632935, 0.6055537462234497]","[0.6555116772651672, 0.8297122120857239, 0.6637527942657471, 0.29006221890449524, 0.5743978023529053]","[0.642971932888031, 0.8160868287086487, 0.6490161418914795, 0.2940077781677246, 0.5723256468772888]","[0.5979341864585876, 0.8281039595603943, 0.6252468228340149, 0.2803865373134613, 0.550101637840271]","[0.6332930326461792, 0.828439474105835, 0.6584789752960205, 0.2882089614868164, 0.5756329298019409]","[0.6508330702781677, 0.7933657169342041, 0.6534326672554016, 0.3083954453468323, 0.5720434784889221]","[0.6860479712486267, 0.8376359343528748, 0.680324137210846, 0.27764976024627686, 0.5893017053604126]","[0.573388934135437, 0.8105414509773254, 0.6244702935218811, 0.3181818127632141, 0.5205385088920593]","[0.6511265635490417, 0.8225755095481873, 0.6591886281967163, 0.2879384756088257, 0.5756098031997681]","[0.719581663608551, 0.8761401176452637, 0.6814612746238708, 0.24227306246757507, 0.6115996837615967]","[0.642208456993103, 0.8113154768943787, 0.6500917077064514, 0.3054872453212738, 0.5654487609863281]","[0.564428448677063, 0.8000286221504211, 0.6094164848327637, 0.3213907778263092, 0.4936085045337677]","[0.685086190700531, 0.8624827265739441, 0.6863317489624023, 0.2582901120185852, 0.591884434223175]","[0.6149985194206238, 0.8119317293167114, 0.6500213742256165, 0.3102341890335083, 0.5423091650009155]","[0.7004637122154236, 0.865545928478241, 0.6863558292388916, 0.2555851638317108, 0.5890637040138245]","[0.5950042605400085, 0.8324299454689026, 0.6183870434761047, 0.2777213156223297, 0.5558509230613708]","[0.6031612157821655, 0.7916176915168762, 0.6371598839759827, 0.3168477714061737, 0.5460080504417419]","[0.7113398313522339, 0.8347430229187012, 0.6854267716407776, 0.2600175738334656, 0.5944822430610657]","[0.6871463656425476, 0.8409704566001892, 0.6768466234207153, 0.2782774567604065, 0.581886887550354]","[0.6025885343551636, 0.8445832133293152, 0.6330606937408447, 0.27199628949165344, 0.5498905777931213]","[0.6041605472564697, 0.8346395492553711, 0.6216874718666077, 0.2725467085838318, 0.5566833019256592]","[0.6130209565162659, 0.847940981388092, 0.6258675456047058, 0.26492220163345337, 0.5647775530815125]","[0.6182050108909607, 0.8445284366607666, 0.6273980736732483, 0.2684689462184906, 0.5683107972145081]","[0.6659672856330872, 0.7735641002655029, 0.6592372059822083, 0.30132126808166504, 0.5712715983390808]","[0.6970524191856384, 0.8089115023612976, 0.6842492818832397, 0.28914356231689453, 0.5832712650299072]","[0.6347126960754395, 0.8281612992286682, 0.6552853584289551, 0.2923775017261505, 0.5718291401863098]","[0.6813668012619019, 0.8270921111106873, 0.6742175221443176, 0.27586495876312256, 0.5879649519920349]","[0.661537230014801, 0.8256971836090088, 0.6688498854637146, 0.2882382571697235, 0.5788492560386658]","[0.6021783351898193, 0.8399508595466614, 0.6249480843544006, 0.2665175795555115, 0.5596752166748047]","[0.5816640257835388, 0.7181596159934998, 0.6109375953674316, 0.3483313024044037, 0.538323163986206]","[0.59996497631073, 0.8215911388397217, 0.6190491914749146, 0.2717968225479126, 0.558863639831543]","[0.6945631504058838, 0.8069602251052856, 0.6677194237709045, 0.2711590528488159, 0.587368369102478]","[0.5976659655570984, 0.8289128541946411, 0.6175187230110168, 0.27389392256736755, 0.5597331523895264]","[0.6039688587188721, 0.8240029811859131, 0.6279183030128479, 0.2783913016319275, 0.5519691705703735]","[0.6860846281051636, 0.7862362861633301, 0.6685166358947754, 0.2861677408218384, 0.5773757696151733]","[0.5983678102493286, 0.832706868648529, 0.6675040125846863, 0.29933586716651917, 0.5466281175613403]","[0.5875707864761353, 0.8011772036552429, 0.6377743482589722, 0.3264399468898773, 0.5356163382530212]","[0.5248257517814636, 0.7867376804351807, 0.6128442883491516, 0.34084951877593994, 0.516326367855072]","[0.5184454321861267, 0.7871327996253967, 0.6290708780288696, 0.31235745549201965, 0.5302716493606567]","[0.5444016456604004, 0.7865721583366394, 0.604056179523468, 0.33704641461372375, 0.5223643183708191]","[0.5693414807319641, 0.7941429018974304, 0.6108189225196838, 0.31377121806144714, 0.5472158193588257]","[0.5904927849769592, 0.792125940322876, 0.6621057391166687, 0.3177866041660309, 0.5439046025276184]","[0.5943073034286499, 0.8080748319625854, 0.6498585343360901, 0.32139095664024353, 0.5356401801109314]","[0.5733160972595215, 0.7765086889266968, 0.6369732022285461, 0.3338848352432251, 0.5166130065917969]","[0.5930734872817993, 0.7880774140357971, 0.6527483463287354, 0.32306909561157227, 0.5333993434906006]","[0.6112366318702698, 0.8523975610733032, 0.671183705329895, 0.2852521240711212, 0.5390689373016357]","[0.5838715434074402, 0.8390425443649292, 0.6417974233627319, 0.2984216809272766, 0.5227117538452148]","[0.5593287348747253, 0.7981817722320557, 0.6304180026054382, 0.33195990324020386, 0.5275701284408569]","[0.5927430987358093, 0.7876505851745605, 0.6393430829048157, 0.32006797194480896, 0.5386014580726624]","[0.5552433729171753, 0.8120424747467041, 0.6269267201423645, 0.30991628766059875, 0.5013630986213684]","[0.528124213218689, 0.7565804719924927, 0.5992265939712524, 0.3356291651725769, 0.523186445236206]","[0.5160130858421326, 0.7163379192352295, 0.5881277322769165, 0.3768341839313507, 0.47740644216537476]","[0.596931517124176, 0.8079637885093689, 0.6534192562103271, 0.3164677321910858, 0.5404273867607117]","[0.5574948787689209, 0.7939499616622925, 0.6440553069114685, 0.3199633061885834, 0.5267621874809265]","[0.5387963056564331, 0.6789363026618958, 0.5753955841064453, 0.3749030828475952, 0.49279534816741943]","[0.5186012983322144, 0.7627735137939453, 0.6569566130638123, 0.3345729410648346, 0.532394528388977]","[0.5989787578582764, 0.7984580397605896, 0.6633126139640808, 0.32035067677497864, 0.5553743839263916]","[0.48684805631637573, 0.762109637260437, 0.6390988826751709, 0.35467466711997986, 0.5216792225837708]","[0.51984703540802, 0.7207515239715576, 0.6012908816337585, 0.36904412508010864, 0.4875001311302185]","[0.5234710574150085, 0.7553179264068604, 0.6057381629943848, 0.3411199450492859, 0.5108518600463867]","[0.5245910882949829, 0.7159399390220642, 0.5915769934654236, 0.37176328897476196, 0.4841589629650116]","[0.6053310632705688, 0.8121287822723389, 0.6607265472412109, 0.31237709522247314, 0.5511582493782043]","[0.510686993598938, 0.778359591960907, 0.6073310375213623, 0.358451247215271, 0.4531978964805603]","[0.49706050753593445, 0.7575542330741882, 0.635456919670105, 0.3307777941226959, 0.5321671962738037]","[0.5142089128494263, 0.7406187653541565, 0.5989639163017273, 0.3628470301628113, 0.4761030375957489]","[0.457052081823349, 0.7089810371398926, 0.6406096816062927, 0.36269861459732056, 0.5674930214881897]","[0.424224317073822, 0.6979413032531738, 0.6166916489601135, 0.3805486857891083, 0.5732485055923462]","[0.4219151437282562, 0.6799062490463257, 0.6193827390670776, 0.3863305151462555, 0.578931450843811]","[0.4570600986480713, 0.7174301743507385, 0.5783675312995911, 0.36786162853240967, 0.4263337254524231]","[0.49878013134002686, 0.6975137591362, 0.5674652457237244, 0.369518905878067, 0.44217994809150696]","[0.48133376240730286, 0.7280944585800171, 0.6318467259407043, 0.33417415618896484, 0.5408060550689697]"
[0.43333334 0.93333334 0.75       0.26666668 0.55      ]
