1.957,1.957,1.957,1.957,1.957,2.247,2.206,2.393,2.344,2.306,2.404,2.512,2.603,2.682,2.633,2.7,2.656,2.714,2.674,2.726,2.689,2.735,2.777,2.743,2.711,2.749,2.785,2.754,2.726,2.759,2.789,2.818,2.792,2.767,2.744,2.722,2.701,2.682,2.708,2.689,2.671,2.696,2.719,2.702,2.685,2.707,2.728,2.712,2.697,2.717,2.736,2.721,2.707,2.693,2.711,2.729,2.746,2.732,2.749,2.765,2.751,2.739,2.754,2.769,2.783,2.77,2.784,2.772,2.786,2.774,2.762,2.751,2.764,2.777,2.766,2.755,2.767,2.779,2.791,2.802,2.792,2.782,2.772,2.762,2.753,2.743,2.754,2.745,2.756,2.767,2.777,2.787,2.797,2.806,2.816,2.825
1.698,1.028,0.805,0.693,0.626,0.626,0.588,0.624,0.595,0.705,0.708,0.722,0.734,0.744,0.718,0.728,0.707,0.702,0.755,0.867,0.843,0.833,0.824,0.879,0.929,1.009,0.994,0.973,0.951,0.949,0.939,0.929,0.912,0.895,0.88,0.865,0.852,0.839,0.84,0.828,0.816,0.812,0.808,0.797,0.788,0.79,0.791,0.782,0.801,0.798,0.841,0.866,0.881,0.872,0.872,0.91,0.947,0.96,0.954,0.948,0.968,0.987,0.981,0.975,0.97,0.988,1.018,1.028,1.022,1.012,1.022,1.013,1.011,1.006,0.997,0.989,0.987,0.986,0.981,0.98,0.972,0.965,0.974,0.966,0.975,0.968,0.964,0.977,0.973,0.972,0.971,0.967,0.966,0.966,0.962,0.958
