7.266,1.347,0.553,1.583,2.358,4.648,13.346,10.429,20.019,1.004,41.875,16.925,10.421,21.595,0.553,2.035,0.532,45.873,110.872,14.418,2.276,0.553,30.582,7.661,0.553,2.108,1.25,9.375,8.504,7.641,1.754,0.433,26.259,0.553,0.622,12.188,7.233,48.417,61.29,5.236,8.281,9.178,55.051,7.402,7.393,2.464,0.347,0.553,1.778,0.553,0.553,1.534,7.734,1.231,22.652,0.511,0.539,5.641,0.553,109.422,0.404,135.611,71.408,16.925,0.362,114.794,3.045,0.547,7.255,0.553,0.553,179.451,156.254,1.26,228.191,45.94,35.717,1.184,1.892,0.57,27.419,85.134,49.809,0.553,0.553,0.553,0.553,16.634,29.023,90.738,0.399,95.852,32.202,0.422
0.008,0.383,0.628,0.67,0.771,0.69,0.612,0.544,0.485,0.469,0.426,0.397,0.377,0.352,0.403,0.383,0.408,0.386,0.365,0.366,0.366,0.375,0.495,0.476,0.502,0.52,0.521,0.503,0.496,0.484,0.485,0.503,0.488,0.506,0.522,0.517,0.503,0.49,0.477,0.466,0.456,0.445,0.435,0.551,0.543,0.535,0.537,0.549,0.555,0.555,0.555,0.561,0.551,0.558,0.748,0.747,0.75,0.741,0.739,0.726,0.724,0.712,0.701,0.69,0.689,0.679,0.669,0.675,0.67,0.669,0.675,0.666,0.657,0.651,0.642,0.666,0.658,0.671,0.669,0.674,0.666,0.666,0.658,0.657,0.656,0.655,0.654,0.646,0.639,0.632,0.635,0.628,0.622,0.621
