0.024,0.029,0.033,0.032,0.026,0.012,0.01,0.024,0.019,0.027,0.015,0.027,0.007,0.032,0.022,0.014,0.009,0.009,0.023,0.008,0.028,0.014,0.014,0.027,0.012,0.03,0.012,0.029,0.017,0.017,0.009,0.033,0.028,0.024,0.026,0.022,0.003,0.022,0.015,0.026,0.015,0.015,0.016,0.016,0.034,0.014,0.013,0.028,0.007,0.005,0.023,0.023,0.021,0.015,0.007,0.01,0.026,0.023,0.007,0.028,0.022,0.027,0.018,0.016,0.026,0.026,0.005,0.032,0.025,0.017,0.01,0.019,0.03,0.025,0.022,0.017,0.006
"[0.5415259003639221, 0.6803032755851746, 0.5457218289375305, 0.38575175404548645, 0.5130234360694885]","[0.7028490304946899, 0.5950435996055603, 0.5634018778800964, 0.4059591293334961, 0.5946226716041565]","[0.7033090591430664, 0.5739151239395142, 0.5361321568489075, 0.39568907022476196, 0.5237993597984314]","[0.6608392596244812, 0.5860215425491333, 0.5277497172355652, 0.38924312591552734, 0.5077267289161682]","[0.6568350195884705, 0.5960215330123901, 0.5674612522125244, 0.3636628985404968, 0.5523451566696167]","[0.6372796893119812, 0.7341112494468689, 0.5810315608978271, 0.339478075504303, 0.509597897529602]","[0.5682315826416016, 0.815686821937561, 0.5862950682640076, 0.314468652009964, 0.48272672295570374]","[0.5497428774833679, 0.7099165320396423, 0.5378246903419495, 0.3590890169143677, 0.4336338937282562]","[0.6118253469467163, 0.6796725392341614, 0.5608726143836975, 0.35078340768814087, 0.49663135409355164]","[0.5678905844688416, 0.6211562156677246, 0.5749149322509766, 0.39404869079589844, 0.5181232690811157]","[0.6742171049118042, 0.6701375842094421, 0.599617600440979, 0.3457193672657013, 0.5649763345718384]","[0.5865048766136169, 0.6175031065940857, 0.5690041780471802, 0.3989270031452179, 0.5325598120689392]","[0.53559809923172, 0.82891446352005, 0.6356933116912842, 0.30684778094291687, 0.5379131436347961]","[0.5346959829330444, 0.6044868230819702, 0.5488356947898865, 0.3976614475250244, 0.5203442573547363]","[0.6167945265769958, 0.641618549823761, 0.5709238648414612, 0.3765631318092346, 0.5553832650184631]","[0.5815770626068115, 0.7175754904747009, 0.581985354423523, 0.3550017774105072, 0.5610764622688293]","[0.631679356098175, 0.7482352256774902, 0.6019951701164246, 0.33668631315231323, 0.5867968201637268]","[0.491929829120636, 0.8079693913459778, 0.684669554233551, 0.3155968487262726, 0.5727998614311218]","[0.6026993989944458, 0.6426942944526672, 0.5565987229347229, 0.3774835169315338, 0.5699588656425476]","[0.5459199547767639, 0.8298344612121582, 0.5983570218086243, 0.29087015986442566, 0.527843713760376]","[0.5592261552810669, 0.6239280700683594, 0.5563105344772339, 0.3973124921321869, 0.5221646428108215]","[0.4649910628795624, 0.7779298424720764, 0.6515505909919739, 0.323449969291687, 0.5549609661102295]","[0.6705314517021179, 0.7006615996360779, 0.5808582305908203, 0.3494863212108612, 0.5679830312728882]","[0.5952611565589905, 0.6198976635932922, 0.5650327801704407, 0.41116419434547424, 0.5363036394119263]","[0.48961541056632996, 0.7831034660339355, 0.6647274494171143, 0.3364558219909668, 0.5466926693916321]","[0.494308203458786, 0.6515796184539795, 0.5458759069442749, 0.3882487416267395, 0.497333288192749]","[0.6056609749794006, 0.7239707708358765, 0.5796166062355042, 0.3435276746749878, 0.5710784792900085]","[0.4999661445617676, 0.6698477864265442, 0.5379955768585205, 0.37867099046707153, 0.46614113450050354]","[0.44411611557006836, 0.8140844106674194, 0.6185436248779297, 0.32014885544776917, 0.4842698872089386]","[0.7534772157669067, 0.6868917942047119, 0.5892819762229919, 0.36279046535491943, 0.6419540643692017]","[0.5843854546546936, 0.7734938263893127, 0.6227754354476929, 0.3455917537212372, 0.5519673228263855]","[0.5670892000198364, 0.603172779083252, 0.5278612971305847, 0.4001918137073517, 0.5063793659210205]","[0.5800606608390808, 0.6240810751914978, 0.5523359775543213, 0.41090336441993713, 0.535794734954834]","[0.5578039884567261, 0.6533545851707458, 0.5554438829421997, 0.38144415616989136, 0.5393535494804382]","[0.5921241641044617, 0.630558967590332, 0.5595522522926331, 0.39743772149086, 0.5409320592880249]","[0.675848126411438, 0.630831778049469, 0.5765531063079834, 0.3812267482280731, 0.5679740309715271]","[0.6729012131690979, 0.8265422582626343, 0.6353883147239685, 0.3084172308444977, 0.5871683955192566]","[0.5547211766242981, 0.6685733795166016, 0.5759302377700806, 0.3912712633609772, 0.5312867760658264]","[0.5773494243621826, 0.7084705233573914, 0.5735832452774048, 0.35410019755363464, 0.5725117921829224]","[0.5622025728225708, 0.6457825303077698, 0.5509483218193054, 0.3998432457447052, 0.5445338487625122]","[0.5452184081077576, 0.7236489653587341, 0.5812994241714478, 0.34863966703414917, 0.5613836646080017]","[0.5172125697135925, 0.7576871514320374, 0.5719830393791199, 0.34319138526916504, 0.5322306752204895]","[0.7755178809165955, 0.7005439400672913, 0.5900519490242004, 0.3457637131214142, 0.6667035222053528]","[0.611879289150238, 0.731221616268158, 0.5163211822509766, 0.34716862440109253, 0.5935963988304138]","[0.5713412165641785, 0.5917654633522034, 0.536974310874939, 0.41010957956314087, 0.5230127573013306]","[0.5349069833755493, 0.7396489381790161, 0.60389244556427, 0.3616337478160858, 0.5625678300857544]","[0.48499155044555664, 0.7683619260787964, 0.6371045708656311, 0.32589828968048096, 0.5574911832809448]","[0.565881073474884, 0.630982518196106, 0.5500553250312805, 0.4110001027584076, 0.5383939743041992]","[0.5916022658348083, 0.7753614783287048, 0.6210645437240601, 0.3282507359981537, 0.5818325281143188]","[0.6800628304481506, 0.7868441343307495, 0.6239847540855408, 0.3133940100669861, 0.6039425134658813]","[0.5681816935539246, 0.6591547727584839, 0.5450776815414429, 0.36886006593704224, 0.5255676507949829]","[0.5474564433097839, 0.6691380143165588, 0.5678768157958984, 0.38259121775627136, 0.5263710021972656]","[0.541141927242279, 0.6741418838500977, 0.565185010433197, 0.3600032329559326, 0.5438507795333862]","[0.5481142997741699, 0.7360788583755493, 0.5628743767738342, 0.33783257007598877, 0.5459204316139221]","[0.6626406908035278, 0.7938790321350098, 0.5594678521156311, 0.3014434576034546, 0.6032313704490662]","[0.6452609896659851, 0.74558025598526, 0.569532036781311, 0.32191479206085205, 0.5882464051246643]","[0.5467175841331482, 0.6526657342910767, 0.5548290610313416, 0.3957287073135376, 0.5325578451156616]","[0.5015069842338562, 0.7016744017601013, 0.594305157661438, 0.41088899970054626, 0.5127005577087402]","[0.5352625846862793, 0.8137702941894531, 0.6658982038497925, 0.3084155023097992, 0.5569432377815247]","[0.5615757703781128, 0.6343019008636475, 0.556251585483551, 0.41832447052001953, 0.5342108607292175]","[0.506364643573761, 0.7063570022583008, 0.5815169811248779, 0.379560261964798, 0.49603500962257385]","[0.5173482298851013, 0.6573446393013, 0.5546676516532898, 0.38946887850761414, 0.5154256224632263]","[0.4428170621395111, 0.7712145447731018, 0.6035879254341125, 0.3272871971130371, 0.5420952439308167]","[0.5080496072769165, 0.744251549243927, 0.5675341486930847, 0.33491581678390503, 0.5595179796218872]","[0.47869789600372314, 0.6965895295143127, 0.5465264916419983, 0.3626234829425812, 0.48814627528190613]","[0.5432825088500977, 0.6545294523239136, 0.558112621307373, 0.3999503254890442, 0.5168946981430054]","[0.5565931797027588, 0.8321237564086914, 0.6482474207878113, 0.2736626863479614, 0.556936502456665]","[0.5615686178207397, 0.601314127445221, 0.5505601763725281, 0.4074366092681885, 0.5264424085617065]","[0.5278242826461792, 0.6635240316390991, 0.5604822039604187, 0.3858201801776886, 0.5272589921951294]","[0.4397941827774048, 0.7734923362731934, 0.6078606247901917, 0.32358479499816895, 0.5455728769302368]","[0.6679797768592834, 0.7586286664009094, 0.5604165196418762, 0.3300725221633911, 0.6104791760444641]","[0.5773851871490479, 0.6974160671234131, 0.5157512426376343, 0.33849620819091797, 0.5859829187393188]","[0.5323432087898254, 0.6383327841758728, 0.5335744619369507, 0.39384305477142334, 0.49368008971214294]","[0.5843549966812134, 0.6384463310241699, 0.5638311505317688, 0.3940450847148895, 0.5418173670768738]","[0.559104323387146, 0.6632186770439148, 0.5692803859710693, 0.38522863388061523, 0.5370243191719055]","[0.5682100057601929, 0.7028367519378662, 0.5707910060882568, 0.3704703748226166, 0.5570502877235413]","[0.6425191760063171, 0.7884411811828613, 0.5986855030059814, 0.31814855337142944, 0.5870164036750793]"
[0.6666667  0.9        0.7        0.23333333 0.6       ]
