0.507,0.265,90.622,141.904,46.156,0.605,0.76,19.015,0.507,19.918,0.507,8.477,0.507,94.396,45.618,67.896,20.594,0.507,130.786,0.507,2.204,0.504,59.758,230.974,0.507,119.769,29.479,0.623,0.507,6.381,0.507,189.708,288.131,46.726,538.542,57.487,0.361,83.478,5.552,4.042,33.65,44.343,4.949,0.507,79.593,30.537,0.507,170.844,4.25,0.488,0.722,105.36,35.552,0.331,0.507,0.507,4.872,11.51,0.312,15.646,2.253,1.225,0.507,0.507,0.476,34.618,0.507,47.489,30.792,0.507,0.32,0.507,0.727,2.973,0.979,3.179,0.507
0.493,0.455,0.303,0.228,0.183,0.38,0.365,0.323,0.432,0.389,0.471,0.449,0.515,0.478,0.446,0.418,0.394,0.399,0.378,0.424,0.434,0.436,0.417,0.4,0.404,0.388,0.387,0.415,0.418,0.472,0.473,0.459,0.445,0.432,0.419,0.408,0.434,0.514,0.501,0.501,0.489,0.507,0.56,0.559,0.546,0.535,0.534,0.523,0.527,0.559,0.571,0.56,0.549,0.547,0.546,0.545,0.542,0.535,0.55,0.541,0.544,0.551,0.55,0.549,0.558,0.55,0.549,0.541,0.533,0.533,0.531,0.53,0.539,0.536,0.541,0.542,0.541
