1.441,1.441,1.353,1.307,1.282,1.308,1.327,1.307,1.293,1.281,1.272,1.264,1.257,1.251,1.246,1.241,1.253,1.249,1.245,1.242,1.238,1.235,1.233,1.23,1.228,1.226,1.234,1.232,1.239,1.238,1.235,1.233,1.231,1.23,1.228,1.226,1.225,1.224,1.222,1.222,1.221,1.22,1.219,1.218,1.217,1.222,1.221,1.226,1.225,1.229,1.229,1.233,1.232,1.23,1.229,1.229,1.228,1.227,1.226,1.23,1.233,1.232,1.233,1.232,1.231,1.23,1.23,1.229,1.232,1.235,1.234,1.234,1.236,1.238,1.237,1.236,1.239,1.238,1.237,1.236,1.235,1.234,1.234,1.233,1.233,1.235,1.234,1.236,1.236,1.237,1.237,1.236,1.238,1.24,1.24,1.239,1.241,1.243
0.841,0.841,0.716,0.65,0.614,0.625,0.656,0.63,0.612,0.596,0.65,0.635,0.792,0.768,0.747,0.729,0.726,0.711,0.698,0.687,0.676,0.666,0.657,0.649,0.641,0.635,0.642,0.662,0.668,0.662,0.655,0.649,0.643,0.637,0.632,0.649,0.644,0.659,0.673,0.723,0.734,0.744,0.789,0.782,0.775,0.773,0.766,0.768,0.762,0.76,0.755,0.753,0.748,0.742,0.737,0.745,0.74,0.748,0.756,0.757,0.758,0.766,0.763,0.758,0.754,0.75,0.756,0.752,0.753,0.754,0.76,0.766,0.766,0.768,0.764,0.76,0.761,0.757,0.752,0.748,0.745,0.741,0.738,0.735,0.732,0.731,0.727,0.727,0.724,0.728,0.725,0.746,0.747,0.747,0.767,0.771,0.772,0.773
