0.05,0.024,0.029,0.03,0.027,0.021,0.022,0.013,0.018,0.024,0.027,0.026,0.028,0.016,0.034,0.025,0.026,0.025,0.022,0.018,0.016,0.023,0.023,0.015,0.007,0.02,0.017,0.016,0.035,0.032,0.028,0.021,0.019,0.026,0.026,0.027,0.024,0.022,0.019,0.011,0.013,0.018,0.012,0.014,0.024,0.018,0.014,0.017,0.019,0.013,0.027,0.014,0.011,0.016,0.026,0.029,0.031,0.025,0.013,0.015,0.02,0.032,0.015,0.012,0.024,0.024,0.016,0.015,0.02,0.024,0.036,0.033,0.026,0.035,0.024,0.008,0.013,0.019,0.017,0.021,0.013,0.012,0.024,0.009
0.623,0.449,0.314,0.242,0.2,0.171,0.165,0.236,0.225,0.207,0.191,0.178,0.166,0.157,0.149,0.145,0.139,0.325,0.311,0.385,0.407,0.395,0.378,0.401,0.417,0.406,0.483,0.488,0.472,0.457,0.443,0.43,0.419,0.407,0.397,0.387,0.377,0.368,0.361,0.359,0.359,0.359,0.368,0.374,0.368,0.362,0.386,0.403,0.439,0.481,0.474,0.491,0.498,0.494,0.486,0.478,0.47,0.463,0.461,0.457,0.451,0.444,0.444,0.438,0.472,0.502,0.498,0.501,0.495,0.493,0.488,0.483,0.478,0.472,0.466,0.466,0.46,0.455,0.453,0.449,0.45,0.457,0.453,0.451
